,Census Tract,County,"Hospitalization_Census_Tract_Rate_per_100,000","Hospitlization_State_Rate_per_100,000",Adult_Pop_Over_18,Census_Tract_Estimate,Pop_Total,Pop_Density/Sq_Mile,Percent_Poverty,Median_Household_Income,Poverty_Mean_Household_Income,Per_Capita_Income,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,Urban,Rural,Low_Income_Tract,Percent_Education_Population_AgeOver24_LessThan9th,Percent_Education_Population_AgeOver24_NoHSDiploma,Percent_Education_Population_AgeOver24_HSD_Higher,Percent_Education_Population_AgeOver24_Bachelors_Higher
178,8069001007,LARIMER,1877.23,1267.78,3092,3.7,3561,3297.2,13.3,47260.0,70869.0,32928,0,0,0,0,1,0,0,5.5,6.6,93.3,50.9
179,8069000300,LARIMER,1573.37,1267.78,2430,4.4,2928,1068.6,12.9,82500.0,91715.0,37623,0,0,0,0,1,0,0,0.4,2.7,97.3,59.5
180,8069002700,LARIMER,1314.8,1267.78,4775,4.8,5981,1154.6,7.6,67010.0,88584.0,35883,0,0,0,0,1,0,0,1.0,3.3,96.7,27.6
181,8069002600,LARIMER,1350.85,1267.78,5829,5.0,7339,138.4,4.0,89476.0,124446.0,44102,0,0,0,0,0,1,0,0.5,2.8,97.2,38.7
182,8001015000,ADAMS,3112.59,1267.78,2074,11.1,2884,511.3,19.8,37099.0,45116.0,19302,1,1,1,0,1,0,1,10.2,26.6,73.4,5.6
183,8001008538,ADAMS,2388.26,1267.78,4482,7.8,6898,1553.6,3.3,104348.0,112034.0,34112,0,0,0,0,1,0,0,0.2,2.7,97.3,46.3
184,8001009326,ADAMS,792.58,1267.78,2181,10.3,2620,5458.3,2.5,80586.0,97209.0,42891,0,0,0,0,1,0,0,1.8,3.2,96.8,45.1
185,8001009206,ADAMS,1800.35,1267.78,1589,9.7,2163,4326.0,13.3,72667.0,82046.0,30748,0,0,0,0,1,0,0,6.3,10.5,89.5,28.7
186,8001008546,ADAMS,786.62,1267.78,2464,8.3,3436,6737.3,1.4,78992.0,98817.0,36545,0,0,0,0,1,0,0,4.2,5.8,94.2,34.2
187,8001008526,ADAMS,954.65,1267.78,4887,8.8,6660,2378.6,4.3,93364.0,108069.0,40731,0,0,0,0,1,0,0,4.5,8.1,91.9,44.0
188,8001008901,ADAMS,2378.61,1267.78,1757,9.0,2494,796.8,22.4,46172.0,57517.0,18057,0,1,0,0,1,0,1,8.8,29.2,70.8,7.0
189,8001009608,ADAMS,1113.66,1267.78,2692,10.3,3144,6046.2,5.8,67733.0,79935.0,35061,0,0,0,0,1,0,0,5.3,8.5,91.5,30.8
190,8001009604,ADAMS,2353.84,1267.78,3607,11.1,4496,5227.9,19.2,48659.0,62780.0,26164,0,1,0,1,1,0,1,7.2,19.7,80.2,15.1
191,8001009202,ADAMS,7774.0,1267.78,3207,8.6,4555,6698.5,12.7,54329.0,60542.0,19447,0,1,0,0,1,0,1,7.4,22.9,77.1,11.2
192,8001008801,ADAMS,3697.16,1267.78,3527,9.7,5873,3915.3,28.5,44120.0,53574.0,14943,0,1,0,0,1,0,1,13.2,36.2,63.8,6.4
193,8001009401,ADAMS,1631.35,1267.78,4091,9.4,5362,4031.6,7.1,61042.0,71885.0,25125,0,1,0,0,1,0,1,6.6,16.9,83.2,21.6
194,8001009406,ADAMS,1749.9,1267.78,3728,9.1,4569,6819.4,11.8,65393.0,74119.0,28871,0,0,0,0,1,0,0,4.9,12.9,87.2,26.3
195,8001008542,ADAMS,1058.55,1267.78,5776,7.7,8614,2309.4,4.5,95543.0,106073.0,39332,0,0,0,0,1,0,0,2.4,5.1,94.9,33.5
196,8001008536,ADAMS,1032.34,1267.78,2157,8.2,3054,1090.7,2.3,98643.0,117052.0,36510,0,0,0,0,1,0,0,0.8,5.7,94.3,30.8
197,8001008539,ADAMS,1986.19,1267.78,6295,6.9,10259,2146.2,2.9,86384.0,89828.0,26304,0,0,0,0,1,0,0,2.9,6.0,94.0,28.9
198,8001009327,ADAMS,1743.69,1267.78,3080,10.3,4031,4113.3,17.3,69005.0,84561.0,32929,0,0,0,0,1,0,0,3.5,10.6,89.4,29.5
199,8001009207,ADAMS,13651.05,1267.78,3592,7.6,4891,8018.0,9.1,63032.0,68197.0,22714,0,0,0,0,1,0,0,9.1,16.0,84.0,12.5
200,8001008548,ADAMS,682.29,1267.78,1123,7.8,1544,3216.7,6.3,79188.0,94234.0,36143,0,0,0,0,1,0,0,1.1,3.6,96.4,35.0
201,8001060100,ADAMS,1013.67,1267.78,5356,8.2,7407,2951.0,12.5,88292.0,105545.0,33717,0,0,0,0,1,0,0,2.8,8.3,91.7,35.8
202,8001009410,ADAMS,685.22,1267.78,2493,11.6,3106,2958.1,1.2,117695.0,136074.0,52721,0,0,0,0,1,0,0,0.8,2.4,97.7,58.9
203,8001008802,ADAMS,2002.14,1267.78,3461,9.5,5081,969.7,25.5,44728.0,56614.0,15852,0,1,0,0,1,0,1,23.5,44.0,56.0,2.5
204,8001008529,ADAMS,1352.43,1267.78,5901,9.3,7637,3249.8,7.2,70012.0,70187.0,30268,0,0,0,0,1,0,0,8.2,18.5,81.5,27.6
205,8001008534,ADAMS,2266.73,1267.78,3323,8.0,4726,5251.1,1.1,91445.0,92631.0,27811,0,0,0,0,1,0,0,1.6,10.2,89.8,19.7
206,8001009103,ADAMS,1958.7,1267.78,2537,11.2,3918,2129.3,11.7,51155.0,54958.0,16125,1,1,1,0,1,0,1,27.3,35.3,64.6,10.6
207,8001008603,ADAMS,2392.23,1267.78,1437,9.3,1954,2752.1,23.7,38469.0,48693.0,19692,1,1,1,0,1,0,1,12.9,23.1,76.9,8.1
208,8001009408,ADAMS,778.64,1267.78,3336,9.0,4595,3125.9,1.7,102196.0,121217.0,44456,0,0,0,0,1,0,0,1.0,2.9,97.0,55.2
209,8001008524,ADAMS,1383.89,1267.78,5887,8.6,8129,4233.9,1.9,92500.0,113712.0,36619,0,0,0,0,1,0,0,1.7,6.1,93.9,32.5
210,8001008508,ADAMS,1889.59,1267.78,4198,8.9,5986,6171.1,5.2,71675.0,83340.0,28178,0,0,0,0,1,0,0,3.1,9.6,90.4,27.1
211,8001008401,ADAMS,1373.86,1267.78,3613,8.1,4747,24.6,10.2,62209.0,83602.0,30074,0,0,0,0,0,1,0,2.4,9.9,90.0,15.4
212,8001008523,ADAMS,991.89,1267.78,6331,9.0,8228,109.8,8.1,93158.0,111434.0,39098,0,0,0,0,0,1,0,3.9,6.0,94.0,22.1
213,8001008402,ADAMS,1662.07,1267.78,3502,8.8,4984,7.4,2.9,80778.0,85580.0,29257,0,0,0,0,0,1,0,1.9,4.7,95.4,27.2
214,8069002802,LARIMER,662.94,1267.78,4965,6.5,5745,136.3,8.2,52798.0,77019.0,37405,0,0,0,0,1,0,0,1.4,1.9,98.1,54.0
215,8069002503,LARIMER,1388.78,1267.78,2441,5.1,3191,10.0,5.3,81250.0,102144.0,38161,0,0,0,0,0,1,0,1.9,5.2,94.8,35.8
216,8069001608,LARIMER,924.98,1267.78,3601,5.3,5740,936.4,4.9,125515.0,151619.0,46569,0,0,0,0,1,0,0,1.5,2.1,97.9,66.9
217,8069001607,LARIMER,777.49,1267.78,2790,4.8,3948,4028.6,3.3,97321.0,105117.0,37182,0,0,0,0,1,0,0,0.0,1.5,98.5,59.9
218,8125963100,YUMA,1280.46,1267.78,3008,7.8,4642,3.5,15.3,45379.0,68742.0,25486,1,1,0,0,0,1,1,7.6,12.8,87.3,19.4
219,8001008547,ADAMS,1496.74,1267.78,2927,8.3,3980,8652.2,3.1,78401.0,88852.0,28143,0,0,0,0,1,0,0,4.7,13.8,86.2,21.2
220,8001008543,ADAMS,1588.91,1267.78,6102,10.4,8806,3285.8,6.6,78919.0,98477.0,31544,0,0,0,0,1,0,0,3.2,14.3,85.8,29.3
221,8001008544,ADAMS,982.33,1267.78,3578,8.1,5324,5271.3,1.3,110521.0,121154.0,37660,0,0,0,0,1,0,0,0.9,4.7,95.3,48.6
222,8001008545,ADAMS,1850.16,1267.78,5520,9.2,7506,6255.0,2.6,107250.0,127314.0,40361,0,0,0,0,1,0,0,3.1,5.1,95.0,39.6
223,8001060000,ADAMS,991.28,1267.78,3730,8.4,5449,684.5,2.2,115492.0,134208.0,46826,0,0,0,0,0,1,0,1.1,3.8,96.2,50.6
224,8001061200,ADAMS,895.23,1267.78,1453,7.7,2017,492.0,1.3,117500.0,129087.0,41227,0,0,0,0,0,1,0,0.9,8.3,91.7,47.7
225,8001008549,ADAMS,1323.49,1267.78,3069,8.2,4320,8470.6,11.3,90950.0,97258.0,30740,0,0,0,0,1,0,0,1.0,7.7,92.3,29.9
226,8001008551,ADAMS,1031.11,1267.78,1027,9.0,1547,459.1,2.4,141528.0,146951.0,39123,0,0,0,0,1,0,0,9.4,16.2,83.8,40.6
227,8069001606,LARIMER,940.96,1267.78,2351,4.1,3135,2508.0,5.5,89597.0,112566.0,42870,0,0,0,0,1,0,0,1.4,3.5,96.5,65.1
228,8069000505,LARIMER,2352.36,1267.78,3430,2.0,3737,7626.5,45.1,33621.0,44198.0,18317,0,1,0,0,1,0,1,0.7,5.9,94.1,33.4
229,8069000202,LARIMER,1846.2,1267.78,1984,3.6,2390,3229.7,16.5,75250.0,97800.0,42506,1,1,1,1,1,0,1,2.0,6.0,93.9,60.8
230,8069001307,LARIMER,1118.63,1267.78,3409,5.7,4436,1267.4,8.7,68600.0,101744.0,42135,0,0,0,0,0,1,0,2.1,4.8,95.2,45.3
231,8069002801,LARIMER,713.12,1267.78,3238,6.8,3664,329.5,15.7,68077.0,81111.0,42030,1,1,1,0,1,0,1,0.0,2.2,97.8,53.1
232,8069001808,LARIMER,754.46,1267.78,4097,6.5,5050,289.6,4.0,85885.0,102546.0,39050,0,0,0,0,1,0,0,1.3,2.0,98.0,40.5
233,8069001605,LARIMER,1061.45,1267.78,3844,3.7,4864,823.0,9.1,86563.0,99177.0,34478,0,0,0,0,1,0,0,1.4,4.5,95.5,51.8
234,8069002502,LARIMER,1124.42,1267.78,7265,4.6,10139,211.8,4.0,84726.0,100734.0,34393,0,0,0,0,1,0,0,0.2,4.1,95.8,34.3
235,8069002501,LARIMER,880.16,1267.78,7248,5.6,10128,307.3,6.2,106925.0,132224.0,47192,0,0,0,0,0,1,0,2.7,4.2,95.7,57.3
236,8069002011,LARIMER,1085.3,1267.78,4240,6.2,5505,964.1,6.8,91620.0,114334.0,44543,0,0,0,0,1,0,0,1.0,3.9,96.1,46.4
237,8001008550,ADAMS,1197.28,1267.78,6044,9.1,7997,4732.0,2.6,84750.0,93040.0,32312,0,0,0,0,1,0,0,2.1,8.5,91.5,32.6
238,8001008541,ADAMS,774.26,1267.78,4372,10.8,5338,380.7,2.6,120859.0,133375.0,50490,0,0,0,0,1,0,0,1.2,6.0,94.0,36.8
239,8001008540,ADAMS,710.82,1267.78,5289,8.7,7753,1535.2,0.7,107292.0,117279.0,37750,0,0,0,0,1,0,0,1.6,4.1,95.9,40.8
240,8001008535,ADAMS,1360.95,1267.78,2521,8.2,3832,655.0,4.2,79444.0,87978.0,26675,0,0,0,0,1,0,0,6.9,14.2,85.8,34.0
241,8001008537,ADAMS,1262.6,1267.78,4821,8.6,6933,1500.6,6.1,89297.0,105395.0,30070,0,0,0,0,1,0,0,7.6,15.9,84.1,25.9
242,8001008606,ADAMS,1991.51,1267.78,5074,9.8,6818,4606.8,17.7,44864.0,58523.0,22170,0,0,0,0,1,0,0,10.7,22.0,78.0,14.8
243,8001009104,ADAMS,1968.06,1267.78,4066,8.5,5967,5907.9,19.2,62587.0,69175.0,22680,1,1,1,0,1,0,1,7.0,18.7,81.2,14.8
244,8069002010,LARIMER,774.07,1267.78,2207,5.8,2620,281.4,3.5,109511.0,117966.0,45291,0,0,0,0,0,1,0,0.2,0.9,99.1,47.3
245,8069001809,LARIMER,1082.46,1267.78,8246,5.7,11350,320.9,4.4,86679.0,106673.0,37967,0,0,0,0,0,1,0,1.6,2.9,97.2,50.1
246,8069001709,LARIMER,1016.32,1267.78,12137,5.5,15869,340.7,3.5,85417.0,113948.0,43531,0,0,0,0,0,1,0,0.5,3.3,96.7,49.3
247,8069001708,LARIMER,1108.07,1267.78,3054,4.0,4090,2708.6,7.1,67361.0,97632.0,35334,0,0,0,0,1,0,0,1.5,3.9,96.0,53.8
248,8069001308,LARIMER,949.45,1267.78,4326,5.4,5649,538.5,4.3,95600.0,110751.0,41939,0,0,0,0,1,0,0,0.4,2.3,97.7,61.2
249,8069000802,LARIMER,4152.74,1267.78,1037,4.4,1228,3070.0,16.7,50729.0,74074.0,33815,0,0,0,0,1,0,0,2.5,2.6,97.4,50.5
250,8069000801,LARIMER,1526.69,1267.78,1329,5.1,1568,3733.3,19.4,46279.0,71037.0,32349,0,0,0,0,1,0,1,0.3,4.5,95.5,54.9
251,8069000506,LARIMER,1292.82,1267.78,3000,2.8,3329,6793.9,31.1,47170.0,60830.0,23001,0,1,0,0,1,0,1,0.0,5.6,94.4,40.0
252,8069000504,LARIMER,1162.5,1267.78,3041,1.4,3308,6616.0,44.0,36506.0,48128.0,20819,0,1,0,0,1,0,1,0.7,3.6,96.4,56.8
253,8069000503,LARIMER,1699.57,1267.78,5345,1.3,5847,11694.0,46.8,28469.0,48233.0,21374,0,1,0,1,1,0,1,1.2,3.8,96.2,52.5
254,8069000402,LARIMER,1381.34,1267.78,2093,3.6,2428,2452.5,19.1,39958.0,76296.0,34831,1,1,1,0,1,0,1,3.3,7.4,92.6,48.1
255,8069000401,LARIMER,2562.94,1267.78,1716,3.6,2009,3939.2,13.1,54219.0,62298.0,27048,0,0,0,0,1,0,0,0.4,2.4,97.6,42.1
256,8069000201,LARIMER,819.73,1267.78,2817,1.8,3065,8065.8,37.3,39755.0,57440.0,24058,0,1,0,0,1,0,1,0.0,2.2,97.8,67.4
257,8069001902,LARIMER,1031.56,1267.78,3777,6.3,4548,3790.0,4.9,53554.0,62328.0,29071,0,1,0,0,1,0,1,0.7,3.6,96.4,31.7
258,8001008604,ADAMS,1760.76,1267.78,4190,7.8,5111,6084.5,12.3,65139.0,71682.0,22172,0,0,0,0,1,0,0,5.7,24.9,75.1,11.3
259,8001008605,ADAMS,1640.79,1267.78,3053,11.8,3927,5100.0,10.8,63950.0,74443.0,27455,0,0,0,0,1,0,0,7.0,14.1,85.9,16.3
260,8001009553,ADAMS,2078.13,1267.78,2565,10.9,3284,1132.4,17.2,47969.0,54536.0,19537,0,1,0,0,1,0,1,32.4,42.8,57.2,13.4
261,8001008706,ADAMS,3386.12,1267.78,3671,9.6,5253,7195.9,19.5,50953.0,57527.0,17825,0,1,0,0,1,0,1,15.5,38.5,61.5,7.9
262,8001009101,ADAMS,1861.0,1267.78,3549,10.8,4876,6772.2,13.3,62888.0,68944.0,20732,1,1,1,0,1,0,1,13.9,23.3,76.6,10.5
263,8001009002,ADAMS,2278.61,1267.78,6635,9.2,9860,8355.9,15.9,49639.0,62617.0,21652,1,1,1,1,1,0,1,11.4,24.7,75.2,11.1
264,8069002007,LARIMER,1436.89,1267.78,2897,5.1,3288,1787.0,16.4,47979.0,58391.0,30714,0,1,0,0,1,0,1,2.1,5.1,95.0,38.7
265,8069002005,LARIMER,1102.92,1267.78,4001,4.8,5525,5525.0,7.0,49734.0,61145.0,24499,0,0,0,0,1,0,0,0.7,5.0,94.9,28.9
266,8069002008,LARIMER,1515.26,1267.78,3401,5.6,4111,3315.3,12.3,69375.0,74092.0,30304,1,1,1,1,1,0,1,1.8,7.1,92.9,29.7
267,8069001903,LARIMER,540.16,1267.78,2961,6.1,3475,13.3,9.9,73387.0,93919.0,41210,0,0,0,0,0,1,0,1.1,5.0,95.0,41.4
268,8069001804,LARIMER,1403.3,1267.78,3083,5.2,3908,3284.0,10.3,57022.0,67719.0,28607,0,0,0,0,1,0,0,0.8,5.2,94.8,27.2
269,8069001901,LARIMER,1580.77,1267.78,3293,5.5,4422,2632.1,19.3,46795.0,57166.0,24410,0,1,0,0,1,0,1,0.6,8.0,92.0,26.3
270,8069001807,LARIMER,1362.5,1267.78,4805,5.5,6051,4116.3,5.4,66897.0,82417.0,32647,0,0,0,0,1,0,0,2.7,5.8,94.2,33.6
271,8001009308,ADAMS,1829.46,1267.78,3376,10.6,4500,7894.7,11.5,55391.0,63534.0,21103,0,1,0,0,1,0,1,17.8,35.7,64.2,7.6
272,8001009001,ADAMS,2637.29,1267.78,3410,9.3,4528,5590.1,17.2,49185.0,59083.0,20916,0,1,0,0,1,0,1,10.8,24.8,75.3,8.2
273,8001009306,ADAMS,2260.98,1267.78,2816,10.7,3469,5420.3,6.0,53352.0,68461.0,26389,0,1,0,0,1,0,1,7.5,18.0,82.0,17.3
274,8001009318,ADAMS,3222.51,1267.78,4510,8.3,6891,14063.3,28.0,37806.0,54671.0,18549,0,1,0,1,1,0,1,18.0,38.1,61.9,11.6
275,8001008705,ADAMS,2928.92,1267.78,3694,10.5,5197,5528.7,23.4,41052.0,52531.0,15910,0,1,0,0,1,0,1,24.1,33.6,66.4,6.9
276,8001008533,ADAMS,1965.44,1267.78,5834,7.4,7978,6184.5,6.0,71642.0,89626.0,34324,1,1,1,1,1,0,1,1.4,6.5,93.6,26.6
277,8001009204,ADAMS,1347.91,1267.78,5728,8.0,7486,7797.9,5.8,73551.0,70744.0,26109,0,0,0,0,1,0,0,1.4,10.3,89.7,25.0
278,8001008507,ADAMS,1885.02,1267.78,4960,9.0,6927,6858.4,8.7,77235.0,83994.0,26587,0,0,0,0,1,0,0,1.2,10.5,89.4,16.6
279,8069001707,LARIMER,1768.54,1267.78,4432,5.0,5915,4515.3,24.0,60985.0,67605.0,24706,1,1,1,0,1,0,1,1.4,6.2,93.7,29.6
280,8069001806,LARIMER,840.03,1267.78,6402,6.2,7898,3236.9,5.5,74790.0,87227.0,36001,0,0,0,0,1,0,0,0.6,2.1,97.8,46.3
281,8069001704,LARIMER,1672.84,1267.78,7252,4.6,9486,2874.5,11.6,43962.0,62207.0,26517,1,1,1,1,1,0,1,4.2,8.3,91.7,25.6
282,8069001706,LARIMER,1585.97,1267.78,5316,5.6,6654,3616.3,4.5,60752.0,82873.0,34993,0,0,0,0,1,0,0,1.3,5.5,94.5,30.4
283,8069001109,LARIMER,1210.18,1267.78,3578,4.1,4809,5937.0,9.5,72721.0,80494.0,30348,0,0,0,0,1,0,0,0.8,1.9,98.0,44.8
284,8069001106,LARIMER,1008.38,1267.78,4021,3.9,4855,5849.4,14.6,51862.0,63247.0,26468,0,0,0,0,1,0,0,0.0,2.7,97.3,48.6
285,8069001111,LARIMER,729.24,1267.78,2161,4.2,2350,2701.1,32.1,41733.0,55915.0,28032,0,1,0,1,1,0,1,0.0,2.0,98.0,55.4
286,8001009203,ADAMS,2393.66,1267.78,3009,6.5,4200,4038.5,26.5,40313.0,47586.0,20184,0,0,0,0,1,0,1,8.7,19.4,80.6,12.7
287,8001008505,ADAMS,1884.59,1267.78,5419,9.0,7058,5981.4,10.7,67891.0,72453.0,26045,0,1,0,0,1,0,1,5.2,12.7,87.3,18.6
288,8001008506,ADAMS,2146.84,1267.78,4933,9.3,6379,9813.8,15.6,37962.0,47372.0,21235,0,0,0,0,1,0,1,6.6,15.5,84.5,12.9
289,8001009501,ADAMS,1581.95,1267.78,2321,10.4,3132,7283.7,12.0,49541.0,57941.0,22496,0,0,0,0,1,0,1,12.2,20.8,79.2,15.7
290,8001009502,ADAMS,2072.21,1267.78,3383,9.9,4439,2740.1,14.8,59554.0,78487.0,26485,0,1,0,0,1,0,1,13.9,27.7,72.3,13.3
291,8001009309,ADAMS,1696.7,1267.78,3117,12.3,4040,8244.9,9.0,42670.0,55474.0,23498,0,1,0,0,1,0,1,9.6,30.2,69.8,13.1
292,8001009310,ADAMS,1803.77,1267.78,4211,10.1,5591,9639.7,12.0,51704.0,58453.0,22254,0,1,0,0,1,0,1,12.0,29.6,70.4,11.0
293,8001009319,ADAMS,6714.18,1267.78,1702,9.4,2550,9807.7,33.6,37938.0,59458.0,20961,0,1,0,1,1,0,1,17.2,37.4,62.5,9.8
294,8069001110,LARIMER,1293.64,1267.78,4787,2.6,5770,5770.0,24.4,48463.0,66553.0,26910,0,1,0,1,1,0,1,0.5,4.1,95.9,56.5
295,8069001008,LARIMER,620.4,1267.78,1643,4.6,1987,3154.0,5.8,69028.0,91755.0,40101,0,0,0,0,1,0,0,0.4,0.4,99.6,60.0
296,8069001004,LARIMER,916.09,1267.78,2626,5.7,3363,4736.6,8.4,71719.0,98086.0,40210,0,0,0,0,1,0,0,0.0,1.6,98.4,62.1
297,8069001003,LARIMER,1824.59,1267.78,4090,4.4,5069,4332.5,13.4,51728.0,65368.0,32329,0,0,0,0,1,0,0,0.4,1.7,98.3,49.8
298,8069000902,LARIMER,817.27,1267.78,2993,4.3,3667,4889.3,16.7,52817.0,68969.0,30679,0,1,0,0,1,0,1,0.8,2.9,97.1,61.1
299,8069001603,LARIMER,1797.58,1267.78,4185,4.5,5807,4683.1,11.3,73241.0,86386.0,29700,0,0,0,0,1,0,0,5.1,8.3,91.7,42.6
300,8069000901,LARIMER,1432.99,1267.78,4742,4.2,5435,4767.5,16.5,48491.0,71946.0,31786,0,0,0,0,1,0,0,0.0,2.1,97.9,50.3
301,8069001304,LARIMER,2888.76,1267.78,1803,7.4,2655,1770.0,33.0,30046.0,36513.0,14325,0,1,0,0,1,0,1,11.8,27.7,72.3,14.8
302,8069000700,LARIMER,1508.65,1267.78,2545,2.5,3009,5900.0,30.5,38962.0,56350.0,25673,0,1,0,0,1,0,1,0.6,4.6,95.4,64.9
303,8001009316,ADAMS,1630.32,1267.78,5222,9.6,7337,8433.3,11.5,45407.0,60963.0,19877,1,1,1,0,1,0,1,11.0,28.7,71.3,4.7
304,8001009603,ADAMS,1539.82,1267.78,4509,8.2,6395,7613.1,15.4,45943.0,53390.0,19649,0,1,0,0,1,0,1,4.5,18.8,81.2,13.2
305,8001009321,ADAMS,2557.37,1267.78,2796,8.5,3818,7486.3,18.8,43750.0,60470.0,21366,0,1,0,0,1,0,1,9.3,23.0,76.9,17.2
306,8001009407,ADAMS,3433.87,1267.78,3919,9.4,5357,7338.4,16.9,61813.0,74764.0,26460,0,1,0,0,1,0,1,10.6,23.5,76.6,19.1
307,8001009323,ADAMS,1625.87,1267.78,2934,7.4,3923,4843.2,8.8,50268.0,64253.0,25141,1,1,1,0,1,0,1,6.1,15.1,84.9,20.5
308,8001009411,ADAMS,1020.92,1267.78,2422,8.6,3029,6058.0,7.3,78545.0,92435.0,38023,0,0,0,0,1,0,0,2.0,3.1,96.9,47.1
309,8001009307,ADAMS,1873.8,1267.78,2775,10.3,3830,5550.7,17.6,53327.0,58186.0,19160,0,1,0,0,1,0,1,10.3,24.7,75.3,10.7
310,8069000600,LARIMER,877.48,1267.78,6433,0.4,6560,8631.6,51.0,18550.0,23301.0,5714,0,1,0,1,1,0,1,5.0,5.0,95.0,57.7
311,8069001009,LARIMER,1098.21,1267.78,4613,5.4,6095,2335.2,7.6,81121.0,102007.0,41633,0,0,0,0,1,0,0,1.1,2.7,97.3,55.4
312,8069000100,LARIMER,2925.27,1267.78,2442,2.7,2562,3509.6,31.1,31402.0,46176.0,26976,0,0,0,0,1,0,1,0.5,3.0,97.0,54.3
313,8069002300,LARIMER,597.46,1267.78,2688,5.3,3246,83.1,10.0,74355.0,101654.0,46280,0,0,0,0,0,1,0,0.4,4.5,95.5,54.5
314,8069001602,LARIMER,976.83,1267.78,3864,4.7,5122,4164.2,5.7,81794.0,100750.0,39366,0,0,0,0,1,0,0,1.7,2.7,97.3,57.3
315,8069001306,LARIMER,3722.36,1267.78,1920,3.9,2559,710.8,23.4,43382.0,52260.0,20245,1,1,1,0,1,0,1,9.6,15.2,84.8,28.2
316,8069001305,LARIMER,3138.17,1267.78,1929,3.4,2427,2206.4,39.6,53102.0,73069.0,28304,0,0,0,0,1,0,0,1.0,5.8,94.2,39.1
317,8059010209,JEFFERSON,1334.6,1267.78,4893,5.5,6362,6426.3,9.0,58798.0,70997.0,29661,0,0,0,0,1,0,0,2.1,6.3,93.7,27.7
318,8059010305,JEFFERSON,2079.8,1267.78,3053,4.3,3894,6084.4,13.9,55366.0,68240.0,30152,1,1,1,1,1,0,1,2.2,9.1,90.9,28.9
319,8059009832,JEFFERSON,1151.87,1267.78,2276,5.4,2821,5531.4,3.7,71823.0,81804.0,28854,0,0,0,0,1,0,0,4.5,12.3,87.6,23.9
320,8059009833,JEFFERSON,1168.57,1267.78,4615,6.5,6003,6125.5,6.4,72656.0,85571.0,36012,0,1,0,0,1,0,1,1.0,7.3,92.7,41.6
321,8059009834,JEFFERSON,934.79,1267.78,3658,5.6,4518,6363.4,5.1,66422.0,72978.0,33330,0,0,0,0,1,0,0,1.5,4.0,96.0,30.2
322,8059009831,JEFFERSON,1032.51,1267.78,2249,3.2,2548,3588.7,8.9,57463.0,65383.0,32913,1,1,1,0,1,0,1,0.0,7.3,92.7,44.7
323,8059010210,JEFFERSON,1143.27,1267.78,3027,6.5,3738,3461.1,7.3,91641.0,101502.0,40243,0,0,0,0,1,0,0,0.0,3.9,96.1,38.2
324,8059010206,JEFFERSON,1061.09,1267.78,3251,5.7,4147,3317.6,3.5,81089.0,91759.0,37668,0,0,0,0,1,0,0,0.3,1.7,98.3,43.2
325,8059009835,JEFFERSON,673.4,1267.78,3106,6.5,3850,5347.2,3.6,100132.0,113667.0,44365,0,0,0,0,1,0,0,0.3,1.5,98.5,46.8
326,8059009828,JEFFERSON,897.93,1267.78,4354,6.9,5563,3476.9,2.5,90938.0,101364.0,39210,0,0,0,0,1,0,0,0.6,4.5,95.5,35.9
327,8059010205,JEFFERSON,1059.35,1267.78,1951,7.5,2434,2863.5,3.6,92292.0,108269.0,43581,0,0,0,0,1,0,0,0.7,3.7,96.3,37.4
328,8059010303,JEFFERSON,1084.71,1267.78,4335,5.7,5447,4616.1,3.9,77625.0,90014.0,37659,1,1,1,0,1,0,1,1.6,4.6,95.4,36.9
329,8087000600,MORGAN,1762.95,1267.78,4253,12.4,6112,54.3,7.1,48832.0,59365.0,20631,1,1,1,1,1,0,1,19.2,29.6,70.4,14.0
330,8087000200,MORGAN,1448.54,1267.78,2217,12.1,2893,10.0,11.5,52787.0,65142.0,25379,0,0,0,0,0,1,1,3.9,13.3,86.7,16.0
331,8087000100,MORGAN,1097.0,1267.78,2135,12.0,2862,5.6,6.8,71629.0,82322.0,29806,0,0,0,0,0,1,0,1.5,5.5,94.6,23.8
332,8087000500,MORGAN,2499.82,1267.78,1801,11.0,2268,1655.5,9.3,51524.0,61543.0,22065,0,1,0,0,1,0,1,11.9,21.5,78.6,15.2
333,8087000800,MORGAN,983.98,1267.78,1425,12.1,1702,5.0,10.4,63125.0,83805.0,36493,0,0,0,0,0,1,1,6.2,13.3,86.7,21.4
334,8087000400,MORGAN,2286.14,1267.78,3094,11.5,4160,3250.0,9.5,43952.0,54267.0,22077,0,1,0,0,1,0,1,13.1,23.8,76.2,12.2
335,8087000300,MORGAN,1955.18,1267.78,1686,12.6,2099,132.2,11.5,45225.0,63434.0,24831,0,0,0,0,0,1,1,13.0,24.7,75.3,10.4
336,8087000700,MORGAN,2068.5,1267.78,4086,12.9,6027,569.1,10.6,51221.0,61979.0,22596,1,1,1,0,1,0,1,5.5,16.1,83.9,23.3
337,8059009830,JEFFERSON,709.65,1267.78,1856,5.2,2285,6720.6,9.1,59714.0,74935.0,34938,0,0,0,0,1,0,0,0.2,4.5,95.4,36.4
338,8059009829,JEFFERSON,794.68,1267.78,1445,4.6,1925,1492.2,3.7,95063.0,112267.0,41106,0,0,0,0,1,0,0,1.4,2.9,97.2,50.2
