,Census Tract,County,"Hospitalization_Census_Tract_Rate_per_100,000","Hospitlization_State_Rate_per_100,000",Adult_Pop_Over_18,Census_Tract_Estimate,Pop_Total,Pop_Density/Sq_Mile,Percent_Poverty,Median_Household_Income,Poverty_Mean_Household_Income,Per_Capita_Income,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,Urban,Rural,Low_Income_Tract,Percent_Education_Population_AgeOver24_LessThan9th,Percent_Education_Population_AgeOver24_NoHSDiploma,Percent_Education_Population_AgeOver24_HSD_Higher,Percent_Education_Population_AgeOver24_Bachelors_Higher
504,8123002011,WELD,777.9,1267.78,820,5.8,1173,787.2,1.0,111579.0,178771.0,63278,0,0,0,0,0,1,0,0.0,0.0,100.0,47.2
505,8123002015,WELD,1954.0,1267.78,856,6.7,1217,488.8,0.8,88750.0,104845.0,35517,0,0,0,0,1,0,0,3.7,10.2,89.8,38.3
506,8123001907,WELD,1581.65,1267.78,2212,8.1,2968,154.5,9.5,72214.0,91677.0,31787,0,0,0,0,0,1,0,13.0,21.3,78.7,22.3
507,8123001905,WELD,2761.84,1267.78,3172,7.4,4633,1709.6,11.8,54188.0,71125.0,21974,0,1,0,0,1,0,1,10.6,25.1,74.9,11.7
508,8123002021,WELD,831.37,1267.78,498,8.2,659,94.0,5.0,97500.0,121058.0,44752,0,0,0,0,0,1,0,0.0,4.6,95.4,35.6
509,8014030500,BROOMFIELD,837.46,1267.78,4076,8.8,5787,3061.9,1.6,120096.0,147143.0,55747,0,0,0,0,1,0,0,1.5,3.2,96.7,66.1
510,8014030300,BROOMFIELD,1732.52,1267.78,2967,9.5,3609,3503.9,8.9,57679.0,86464.0,41495,0,0,0,0,1,0,0,3.5,6.6,93.4,41.3
511,8014030000,BROOMFIELD,969.72,1267.78,2868,7.1,3725,6008.1,7.7,59112.0,73948.0,29004,0,1,0,0,1,0,1,1.9,5.0,94.9,38.0
512,8014030100,BROOMFIELD,1460.27,1267.78,1818,7.8,2421,5764.3,8.5,63750.0,82815.0,30739,0,0,0,0,1,0,0,2.0,5.6,94.3,38.3
513,8014030400,BROOMFIELD,769.16,1267.78,2868,8.4,3908,4391.0,0.2,114191.0,141989.0,49232,0,0,0,0,1,0,0,0.8,3.0,97.0,55.3
514,8014031200,BROOMFIELD,1032.02,1267.78,3682,6.0,4389,1867.7,11.1,70670.0,82123.0,39955,0,0,0,0,1,0,0,1.8,2.8,97.2,60.9
515,8014030700,BROOMFIELD,1220.68,1267.78,2305,9.5,3110,5867.9,4.1,92121.0,104131.0,40664,0,0,0,0,1,0,0,1.8,4.3,95.8,43.9
516,8123002020,WELD,992.3,1267.78,3658,6.0,5500,2791.9,2.5,106834.0,110204.0,34035,0,0,0,0,1,0,0,1.0,2.4,97.6,39.7
517,8123002016,WELD,1026.76,1267.78,2453,6.9,3326,567.6,5.6,63125.0,74037.0,25748,0,0,0,0,1,0,0,0.9,6.1,94.0,25.6
518,8123002018,WELD,2663.81,1267.78,1133,5.6,1613,1613.0,1.2,115234.0,120269.0,35875,0,0,0,0,1,0,0,3.1,4.2,95.8,33.0
519,8123002019,WELD,1489.76,1267.78,3461,6.7,4829,859.3,3.6,94610.0,100125.0,35014,0,0,0,0,0,1,0,1.8,3.7,96.3,35.8
520,8123002008,WELD,683.49,1267.78,3811,6.6,5471,3671.8,3.8,115257.0,129458.0,46046,0,0,0,0,1,0,0,0.7,2.5,97.5,59.9
521,8123002007,WELD,875.65,1267.78,4847,6.8,6754,1552.6,5.3,107813.0,113034.0,40364,0,0,0,0,1,0,0,2.4,4.3,95.7,53.1
522,8123002005,WELD,1000.71,1267.78,598,7.2,781,110.3,0.0,108977.0,108081.0,37999,0,0,0,0,0,1,0,0.0,0.0,100.0,36.0
523,8123002004,WELD,2012.52,1267.78,3255,6.3,4408,1118.8,7.5,51259.0,59954.0,23666,0,0,0,0,1,0,0,7.3,13.9,86.1,15.4
524,8123000704,WELD,2491.36,1267.78,605,5.8,1007,1503.0,8.1,79250.0,81839.0,22880,0,0,0,0,1,0,0,2.0,14.9,85.1,13.2
525,8123000703,WELD,2799.7,1267.78,4547,6.6,6977,3322.4,16.6,50571.0,57865.0,17308,1,1,1,0,1,0,1,18.3,31.2,68.8,9.7
526,8123001006,WELD,2145.86,1267.78,3477,6.7,4885,4652.4,10.6,48397.0,55858.0,19921,1,1,1,0,1,0,1,2.8,17.3,82.7,13.6
527,8123001413,WELD,1420.81,1267.78,2108,8.6,2742,4985.5,5.8,64922.0,71472.0,27111,0,1,0,0,1,0,1,3.2,7.6,92.4,33.2
528,8123001415,WELD,970.01,1267.78,2344,8.0,3267,3798.8,2.5,87386.0,125201.0,45537,0,0,0,0,1,0,0,0.0,4.0,96.0,49.1
529,8123001409,WELD,2267.58,1267.78,2554,6.4,3271,2946.8,10.9,56728.0,71088.0,32531,0,0,0,0,1,0,0,2.3,4.7,95.3,31.7
530,8123001411,WELD,1199.52,1267.78,1964,7.1,2448,2472.7,2.5,81176.0,91638.0,38656,0,0,0,0,1,0,0,1.1,4.6,95.4,35.5
531,8047013800,GILPIN,698.92,1267.78,4727,2.5,5793,38.6,5.6,72544.0,97293.0,45110,0,0,0,0,0,1,0,0.6,1.9,98.0,36.6
532,8031980000,DENVER,1661.57,1267.78,1020,6.0,1428,33.8,8.9,51971.0,56048.0,24995,1,1,1,0,1,0,1,5.6,6.7,93.4,25.2
533,8071000800,LAS ANIMAS,945.24,1267.78,2219,10.8,2660,0.7,12.0,53616.0,69540.0,24655,0,0,0,0,0,1,0,4.2,9.1,91.0,21.1
534,8071000100,LAS ANIMAS,2176.96,1267.78,2442,16.5,3187,10.3,22.5,36267.0,49307.0,22997,1,1,0,1,0,1,1,7.0,15.1,84.8,14.6
535,8071000200,LAS ANIMAS,2249.81,1267.78,1779,11.0,2190,1386.1,18.0,39032.0,45726.0,20654,0,1,0,1,1,0,1,8.6,14.0,86.0,20.9
536,8071000300,LAS ANIMAS,1131.87,1267.78,1842,14.4,2155,3.4,12.2,50862.0,63829.0,29882,0,0,0,0,0,1,0,2.8,10.3,89.7,24.2
537,8071000500,LAS ANIMAS,3637.64,1267.78,1514,14.7,1808,64.3,15.9,40804.0,46913.0,22469,0,1,0,0,1,0,1,4.2,12.5,87.4,16.0
538,8071000400,LAS ANIMAS,2832.71,1267.78,1792,14.8,2151,55.2,19.0,33750.0,51385.0,25240,0,0,0,0,1,0,0,8.2,15.9,84.2,25.6
539,8043979400,FREMONT,1163.92,1267.78,2724,8.8,3198,22.7,8.9,48750.0,57140.0,19336,0,0,0,0,0,1,1,2.6,6.9,93.1,14.6
541,8043979100,FREMONT,1422.48,1267.78,2497,9.9,3047,489.9,10.5,46371.0,58402.0,25743,1,1,1,0,1,0,1,1.9,5.5,94.6,22.0
542,8043978100,FREMONT,1645.5,1267.78,2999,9.2,3732,22.9,11.3,62321.0,80159.0,31812,0,0,0,0,0,1,1,0.6,5.0,95.0,25.2
543,8043978200,FREMONT,1799.34,1267.78,2920,9.4,3629,231.1,21.1,38872.0,48135.0,21041,1,1,1,0,1,0,1,3.4,8.7,91.3,14.8
545,8043979200,FREMONT,664.64,1267.78,1325,10.6,1674,17.2,3.8,79706.0,98621.0,40323,0,0,0,0,1,0,0,0.6,2.5,97.4,33.6
546,8043978800,FREMONT,1234.85,1267.78,1953,8.7,2611,1339.0,21.3,42257.0,51265.0,24378,1,1,1,0,1,0,1,0.0,6.4,93.6,22.0
548,8043978600,FREMONT,1258.34,1267.78,2665,7.6,3436,3616.8,33.3,36977.0,46130.0,22156,0,1,0,0,1,0,1,1.8,6.8,93.2,21.1
549,8043978300,FREMONT,1698.3,1267.78,3883,9.4,5213,65.9,16.6,43005.0,54816.0,22127,1,1,1,1,1,0,1,2.2,7.7,92.3,23.0
550,8043978500,FREMONT,2087.74,1267.78,4169,9.3,5273,594.5,14.2,45405.0,62832.0,27752,1,1,1,1,1,0,1,1.9,7.6,92.3,20.8
551,8043978400,FREMONT,1233.4,1267.78,2095,7.8,2400,736.2,15.3,44221.0,55876.0,22112,0,1,0,0,1,0,1,3.1,9.7,90.3,17.1
552,8001008709,ADAMS,2729.01,1267.78,5249,10.5,7997,2656.8,26.7,39862.0,45590.0,15000,1,1,1,1,1,0,1,14.7,35.3,64.6,9.2
553,8001009751,ADAMS,1910.92,1267.78,3032,8.5,3781,3316.7,24.3,48346.0,58279.0,22013,1,1,1,0,1,0,1,14.6,26.4,73.5,23.0
554,8001009752,ADAMS,1717.75,1267.78,2643,11.0,3483,4465.4,7.6,59191.0,65768.0,22138,0,1,0,0,1,0,1,8.6,21.6,78.4,17.2
555,8001007801,ADAMS,2072.82,1267.78,2816,9.5,4412,17648.0,44.1,24420.0,36816.0,12138,0,1,0,1,1,0,1,26.2,44.7,55.3,7.0
556,8001008309,ADAMS,4515.35,1267.78,2586,9.6,3847,820.3,16.9,50987.0,52479.0,16099,1,1,1,0,1,0,1,18.8,29.5,70.6,7.5
557,8001008308,ADAMS,2824.39,1267.78,3861,9.6,5527,3270.4,31.0,36919.0,45866.0,16319,1,1,1,1,1,0,1,12.9,22.3,77.7,7.0
558,8001008100,ADAMS,3376.0,1267.78,1460,6.7,1563,1502.9,31.1,39156.0,51960.0,28549,1,1,1,0,1,0,1,10.7,12.0,88.0,64.5
559,8001008000,ADAMS,2685.23,1267.78,4512,8.9,6412,8327.3,18.5,52219.0,67064.0,20396,0,1,0,0,1,0,1,16.7,30.9,69.1,11.2
560,8001008353,ADAMS,1966.87,1267.78,5055,7.7,7088,163.7,13.2,60243.0,74961.0,26022,0,0,0,0,0,1,0,8.0,19.0,80.9,21.6
561,8001007900,ADAMS,3885.26,1267.78,3924,8.4,5589,8732.8,23.6,38297.0,44570.0,16182,1,1,1,1,1,0,1,20.5,37.1,62.8,13.0
562,8027970100,CUSTER,569.66,1267.78,3811,8.0,4505,6.1,15.7,41330.0,55565.0,26032,1,1,0,0,0,1,1,1.8,6.4,93.7,33.3
563,8025969600,CROWLEY,1422.78,1267.78,4795,3.9,5514,7.0,24.6,35292.0,46543.0,14393,1,1,0,0,0,1,1,4.4,15.2,84.9,8.1
564,8089968100,OTERO,3547.42,1267.78,2169,20.1,2769,214.0,29.3,26729.0,38653.0,15813,1,1,1,1,1,0,1,13.8,26.0,74.0,14.0
565,8089968200,OTERO,1475.66,1267.78,2136,17.9,2866,55.5,8.4,48571.0,52476.0,20852,1,1,1,0,1,0,1,3.6,10.1,89.8,15.6
566,8089968400,OTERO,1826.45,1267.78,814,17.1,1003,1.0,21.5,34083.0,40659.0,18302,0,0,0,0,0,1,1,6.4,16.0,84.0,14.5
567,8089968300,OTERO,1721.2,1267.78,2819,15.5,3743,99.3,20.5,40000.0,50465.0,22319,0,0,0,0,0,1,1,4.6,11.5,88.4,21.6
568,8089968600,OTERO,2493.31,1267.78,3708,14.1,4825,2461.7,32.9,30064.0,39317.0,16078,1,1,1,1,1,0,1,8.4,17.4,82.5,18.1
569,8089968000,OTERO,2333.29,1267.78,1179,14.2,1556,90.3,21.7,40333.0,65322.0,27938,0,0,0,0,0,1,1,2.6,9.6,90.4,15.9
570,8089968500,OTERO,868.16,1267.78,1170,13.1,1563,8.6,15.7,43750.0,69785.0,29791,0,0,0,0,0,1,0,3.6,7.5,92.5,21.6
571,8011966700,BENT,1797.75,1267.78,4903,10.6,5806,3.8,24.5,32500.0,47396.0,14028,1,1,0,0,0,1,1,5.8,15.1,84.9,10.3
572,8017960600,CHEYENNE,626.48,1267.78,1464,11.5,2127,1.2,11.8,54907.0,62921.0,23698,0,0,0,0,0,1,0,2.3,9.6,90.3,21.9
573,8039961209,ELBERT,935.68,1267.78,1672,4.7,2124,19.9,5.2,82963.0,95002.0,36626,0,0,0,0,0,1,0,1.0,3.1,97.0,25.3
574,8039961208,ELBERT,789.6,1267.78,2562,5.1,3262,46.9,5.9,84821.0,103861.0,38194,0,0,0,0,0,1,0,0.5,3.9,96.1,35.8
575,8039961207,ELBERT,1109.21,1267.78,2934,4.7,3906,73.6,4.0,103833.0,124492.0,45369,0,0,0,0,0,1,0,0.0,2.4,97.6,35.2
576,8039961206,ELBERT,1194.7,1267.78,2996,4.8,3631,173.3,1.4,99673.0,126930.0,47537,0,0,0,0,0,1,0,0.5,3.3,96.7,31.0
577,8039961205,ELBERT,789.79,1267.78,1499,5.7,1815,5.4,7.0,87167.0,94938.0,39212,0,0,0,0,0,1,0,0.8,2.0,98.0,33.8
578,8039961204,ELBERT,974.87,1267.78,5762,4.5,7696,81.4,4.5,113495.0,132116.0,44470,0,0,0,0,0,1,0,0.6,3.9,96.2,40.9
579,8039961100,ELBERT,1180.86,1267.78,1649,5.2,2119,1.8,8.6,59583.0,86913.0,37016,0,0,0,0,0,1,0,1.6,7.6,92.5,31.9
580,8001007802,ADAMS,3196.26,1267.78,3078,9.3,4594,18376.0,37.2,28341.0,35096.0,11595,0,0,0,0,1,0,1,21.2,47.6,52.4,2.3
581,8023972700,COSTILLA,714.93,1267.78,1402,24.4,1608,2.6,28.2,22788.0,34316.0,18519,1,1,1,1,0,1,1,15.6,25.2,74.7,19.8
582,8023972600,COSTILLA,818.24,1267.78,1561,11.4,2020,3.4,30.7,34135.0,57102.0,22502,1,1,1,1,0,1,1,9.8,19.2,80.8,21.9
583,8001008200,ADAMS,2463.85,1267.78,4038,9.2,5766,3432.1,14.7,60453.0,71111.0,20129,0,0,0,0,1,0,0,8.5,27.0,73.1,12.1
584,8059010406,JEFFERSON,2038.97,1267.78,1936,6.0,2501,2337.4,15.4,39423.0,51433.0,21837,1,1,1,0,1,0,1,16.3,34.7,65.3,19.1
585,8059011100,JEFFERSON,1509.32,1267.78,4888,6.2,5969,3901.3,19.5,44310.0,81646.0,38726,0,1,0,1,1,0,1,6.5,16.5,83.4,33.6
586,8059011723,JEFFERSON,1327.61,1267.78,2933,5.2,3595,6657.4,12.7,50673.0,64949.0,29848,0,1,0,0,1,0,1,1.6,4.0,96.0,36.1
587,8059012057,JEFFERSON,1281.81,1267.78,4584,4.8,5672,3806.7,3.0,80640.0,101035.0,46033,0,0,0,0,1,0,0,0.5,4.6,95.4,37.4
588,8099000700,PROWERS,1422.11,1267.78,1566,19.5,2119,2.1,21.3,44954.0,59887.0,23510,1,1,0,0,0,1,1,11.0,22.0,78.1,14.2
589,8059012050,JEFFERSON,801.23,1267.78,3116,5.9,3947,2860.1,6.9,78274.0,112716.0,50420,0,0,0,0,1,0,0,1.1,2.5,97.5,57.4
590,8059011724,JEFFERSON,1062.78,1267.78,4218,5.5,5549,1554.3,2.2,140547.0,164851.0,56895,0,0,0,0,1,0,0,0.4,1.8,98.2,66.0
591,8059009807,JEFFERSON,814.03,1267.78,1491,7.5,1753,2577.9,7.4,69015.0,81564.0,39091,0,0,0,0,1,0,0,0.8,4.3,95.7,46.7
592,8059009806,JEFFERSON,716.48,1267.78,3017,6.9,3828,1708.9,3.0,96458.0,120980.0,49452,0,0,0,0,1,0,0,0.3,2.1,97.9,57.3
593,8059010402,JEFFERSON,1741.38,1267.78,4289,5.3,5365,3461.3,21.0,44543.0,53285.0,27005,0,1,0,1,1,0,1,1.4,8.4,91.7,25.7
594,8059011729,JEFFERSON,1378.75,1267.78,3257,5.1,4002,5336.0,6.7,51915.0,70075.0,35566,0,0,0,0,1,0,0,0.8,5.5,94.5,43.0
595,8059010000,JEFFERSON,902.91,1267.78,5094,3.2,5626,2961.1,27.1,42412.0,75442.0,22505,0,1,0,0,1,0,1,2.1,12.5,87.5,38.6
596,8059012041,JEFFERSON,1128.49,1267.78,4452,6.1,5836,4945.8,5.6,94338.0,112523.0,41187,0,0,0,0,1,0,0,3.0,6.2,93.8,38.5
597,8073961700,LINCOLN,812.91,1267.78,3142,6.4,3700,10.2,13.6,46167.0,61921.0,11884,0,0,0,0,0,1,0,4.9,12.8,87.2,10.8
598,8073961800,LINCOLN,839.94,1267.78,1280,7.8,1820,0.8,14.5,43427.0,55126.0,20622,1,1,1,1,0,1,1,2.5,10.9,89.2,18.8
600,8059015800,JEFFERSON,823.75,1267.78,3382,5.5,4009,4504.5,8.7,61641.0,78433.0,39854,0,0,0,0,1,0,0,0.4,3.8,96.2,37.7
601,8059011401,JEFFERSON,2914.68,1267.78,2288,6.6,2870,8200.0,24.9,36146.0,48744.0,20835,0,0,0,0,1,0,1,16.2,28.8,71.3,15.4
602,8059012059,JEFFERSON,1438.23,1267.78,2419,5.1,3261,4290.8,1.8,103259.0,110321.0,40432,0,0,0,0,1,0,0,0.0,1.6,98.4,36.6
603,8059009849,JEFFERSON,903.27,1267.78,4532,4.3,5657,1393.3,25.2,57997.0,85850.0,34730,0,0,0,0,1,0,0,1.2,3.3,96.7,57.5
604,8059012060,JEFFERSON,1152.75,1267.78,2526,4.8,3170,6744.7,7.9,79583.0,89556.0,38537,0,0,0,0,1,0,0,0.0,1.7,98.3,32.7
605,8059011805,JEFFERSON,1961.54,1267.78,4418,3.7,4995,13875.0,9.1,58787.0,81481.0,45574,0,0,0,0,1,0,1,0.8,8.2,91.8,47.9
606,8059011806,JEFFERSON,1862.88,1267.78,4001,6.8,4974,4363.2,12.2,44573.0,58071.0,25864,1,1,1,1,1,0,1,3.9,13.3,86.7,18.1
607,8059011733,JEFFERSON,1065.18,1267.78,1118,5.5,1411,3359.5,15.4,53304.0,64704.0,32163,0,1,0,0,1,0,1,0.6,6.5,93.5,44.2
608,8099000200,PROWERS,2800.85,1267.78,1940,24.5,2605,1113.2,25.5,30286.0,40532.0,15169,0,0,0,0,1,0,1,20.7,39.0,61.0,5.3
609,8099000100,PROWERS,1464.96,1267.78,1066,17.0,1380,8.7,6.4,59773.0,71360.0,30268,0,0,0,0,0,1,0,2.7,5.5,94.5,22.0
610,8099000300,PROWERS,2700.14,1267.78,3380,18.4,4544,2037.7,16.4,41936.0,52463.0,23086,1,1,1,1,1,0,1,3.0,9.2,90.8,20.8
611,8099000600,PROWERS,964.78,1267.78,1055,19.6,1436,2.9,18.5,41591.0,55624.0,21061,1,1,1,1,0,1,1,14.8,22.3,77.7,16.2
612,8059011732,JEFFERSON,709.0,1267.78,4344,4.0,5324,10439.2,14.8,56701.0,62235.0,31830,1,1,1,0,1,0,1,1.3,1.3,98.7,39.0
613,8059011402,JEFFERSON,1784.7,1267.78,3646,5.6,4404,6672.7,19.2,35188.0,46790.0,22405,0,1,0,1,1,0,1,4.5,19.5,80.5,22.1
614,8059015900,JEFFERSON,1680.14,1267.78,2823,5.0,3672,1707.9,7.9,63929.0,84606.0,32229,0,0,0,0,1,0,0,3.0,7.5,92.5,36.9
615,8059009850,JEFFERSON,469.51,1267.78,2050,6.2,2475,117.1,4.9,126205.0,192513.0,78119,0,0,0,0,0,1,0,0.0,0.9,99.1,69.9
616,8059009852,JEFFERSON,729.63,1267.78,3152,5.9,3817,1051.5,7.3,85969.0,109195.0,42470,0,0,0,0,1,0,0,2.3,5.0,95.0,39.8
617,8059012047,JEFFERSON,1147.61,1267.78,3283,4.8,4335,6470.1,4.3,71196.0,83685.0,30903,0,0,0,0,1,0,0,2.4,5.2,94.8,33.6
618,8059011712,JEFFERSON,733.72,1267.78,3513,6.2,4372,4651.1,2.9,87500.0,96701.0,40552,0,0,0,0,1,0,0,0.9,3.5,96.5,43.2
619,8059010901,JEFFERSON,1231.44,1267.78,4020,5.8,4852,2772.6,10.9,66571.0,88408.0,38669,1,1,1,1,1,0,1,0.5,5.9,94.1,36.9
620,8059012032,JEFFERSON,709.76,1267.78,2024,6.7,2530,212.6,6.1,95597.0,114506.0,46038,0,0,0,0,0,1,0,0.3,1.4,98.7,55.5
621,8059012033,JEFFERSON,636.42,1267.78,2206,5.9,2749,126.0,4.8,106750.0,122613.0,51773,0,0,0,0,0,1,0,0.4,2.4,97.6,53.0
622,8059009843,JEFFERSON,779.69,1267.78,5982,5.3,7747,1077.5,5.3,115944.0,136416.0,55264,0,0,0,0,0,1,0,0.0,1.1,98.9,68.3
623,8059012027,JEFFERSON,455.19,1267.78,2776,6.3,3371,158.3,3.9,103646.0,132082.0,49717,0,0,0,0,0,1,0,0.4,1.1,98.9,48.8
624,8059010405,JEFFERSON,1690.57,1267.78,2187,4.6,2540,4031.7,17.8,41694.0,51020.0,32114,1,1,1,1,1,0,1,3.2,7.8,92.1,41.0
625,8059012026,JEFFERSON,364.11,1267.78,2715,5.9,3309,368.9,9.2,87390.0,115711.0,49661,0,0,0,0,0,1,0,0.6,2.9,97.1,59.7
626,8059012035,JEFFERSON,832.78,1267.78,3808,5.5,5241,452.2,2.6,142604.0,164916.0,56224,0,0,0,0,1,0,0,0.0,0.6,99.4,76.1
627,8059012037,JEFFERSON,802.27,1267.78,2956,5.6,3480,224.5,3.2,86536.0,109696.0,47040,0,0,0,0,0,1,0,2.3,3.7,96.4,39.7
628,8059012031,JEFFERSON,783.9,1267.78,3394,5.4,4189,225.9,4.1,102868.0,135687.0,51161,0,0,0,0,0,1,0,0.0,1.6,98.4,53.4
629,8059012030,JEFFERSON,659.28,1267.78,3155,5.7,3957,299.8,9.6,85340.0,107176.0,43978,0,0,0,0,0,1,0,0.5,2.3,97.7,61.4
630,8059009900,JEFFERSON,931.42,1267.78,2085,4.6,2382,719.6,17.6,59330.0,89669.0,38819,0,0,0,0,1,0,1,1.6,5.3,94.8,57.5
631,8059009846,JEFFERSON,336.13,1267.78,3407,7.1,4471,421.0,3.8,113506.0,160902.0,68656,0,0,0,0,1,0,0,0.0,0.9,99.1,75.1
632,8059009847,JEFFERSON,327.03,1267.78,2376,6.0,3075,1593.3,5.9,110438.0,131071.0,53016,0,0,0,0,1,0,0,0.0,0.6,99.4,64.1
633,8059012023,JEFFERSON,884.29,1267.78,2624,6.0,3526,4300.0,5.1,82381.0,94884.0,35636,0,0,0,0,1,0,0,0.6,2.5,97.6,51.1
634,8059012048,JEFFERSON,1204.44,1267.78,1861,7.7,2348,2580.2,1.9,74700.0,94064.0,41606,0,0,0,0,1,0,0,0.0,1.9,98.1,44.6
635,8059009848,JEFFERSON,466.53,1267.78,2023,8.1,2699,203.4,5.4,99375.0,187495.0,70414,0,0,0,0,0,1,0,1.3,3.7,96.2,65.0
636,8059009845,JEFFERSON,293.27,1267.78,3311,6.8,4067,243.5,4.3,145134.0,199761.0,87227,0,0,0,0,1,0,0,0.3,1.3,98.7,74.7
637,8059009842,JEFFERSON,432.71,1267.78,2678,5.8,3613,1433.7,8.6,106958.0,131407.0,48874,0,0,0,0,1,0,0,3.5,5.7,94.3,54.3
638,8059012042,JEFFERSON,844.7,1267.78,3156,5.1,3963,4043.9,1.7,96250.0,111439.0,39088,0,0,0,0,1,0,0,1.4,3.2,96.7,44.1
639,8059012058,JEFFERSON,889.77,1267.78,3065,5.8,3918,17.6,2.0,109886.0,135714.0,53583,0,0,0,0,0,1,0,0.4,3.8,96.2,50.3
640,8059011720,JEFFERSON,748.61,1267.78,4042,6.4,4960,830.8,7.9,88657.0,123040.0,51884,0,0,0,0,1,0,0,0.9,4.8,95.2,62.6
641,8059012054,JEFFERSON,1110.58,1267.78,3188,5.8,4048,4448.4,1.6,100000.0,125494.0,49913,0,0,0,0,1,0,0,0.0,1.3,98.7,64.8
642,8059011803,JEFFERSON,1263.09,1267.78,4333,5.9,5484,7410.8,10.9,60075.0,64864.0,24730,0,0,0,0,1,0,0,3.9,15.7,84.2,17.9
643,8059011602,JEFFERSON,2460.69,1267.78,3377,6.2,4714,6122.1,23.4,47599.0,60874.0,21708,1,1,1,0,1,0,1,11.5,19.7,80.3,23.2
644,8059010603,JEFFERSON,1344.34,1267.78,3067,5.5,3604,4805.3,7.7,56097.0,71804.0,35913,0,0,0,0,1,0,0,2.9,10.6,89.4,38.0
645,8059012039,JEFFERSON,1197.79,1267.78,4183,4.7,5516,6197.8,3.5,88299.0,110835.0,41759,0,0,0,0,1,0,0,0.0,2.1,97.9,39.9
646,8059010100,JEFFERSON,1624.75,1267.78,3782,4.0,4608,1700.4,13.4,63250.0,86496.0,35745,0,1,0,0,1,0,1,3.8,10.1,89.9,40.3
647,8059012036,JEFFERSON,624.91,1267.78,2887,5.6,3998,70.7,0.8,144079.0,166421.0,59069,0,0,0,0,0,1,0,0.0,0.3,99.7,63.8
648,8059012051,JEFFERSON,774.5,1267.78,2720,6.8,3581,3545.5,3.2,104265.0,115148.0,42922,0,0,0,0,1,0,0,0.5,1.9,98.1,54.9
649,8059012055,JEFFERSON,792.28,1267.78,2978,6.1,3758,3997.9,2.2,82067.0,98841.0,41973,0,0,0,0,1,0,0,0.0,3.2,96.8,52.1
650,8059012052,JEFFERSON,2008.95,1267.78,4118,4.6,5310,5709.7,2.8,80781.0,111595.0,42038,0,0,0,0,1,0,0,0.0,1.0,99.0,38.4
651,8059012046,JEFFERSON,1255.96,1267.78,1608,5.6,2107,3975.5,7.3,72241.0,82558.0,33780,0,0,0,0,1,0,0,0.6,4.1,95.9,33.6
652,8059012024,JEFFERSON,815.23,1267.78,3886,6.0,5189,1673.9,8.5,113036.0,134706.0,49847,0,0,0,0,1,0,0,0.0,1.0,99.0,57.3
653,8059012022,JEFFERSON,1203.97,1267.78,4592,4.9,5827,3099.5,6.2,101505.0,108415.0,43141,0,0,0,0,1,0,0,0.6,2.6,97.4,49.3
654,8059012045,JEFFERSON,882.12,1267.78,4540,5.2,5901,5268.8,1.9,90824.0,104777.0,39227,0,0,0,0,1,0,0,0.0,2.3,97.7,49.6
655,8059011904,JEFFERSON,1530.34,1267.78,1856,6.6,2121,2164.3,6.4,57364.0,71780.0,37941,0,0,0,0,1,0,1,1.8,6.4,93.6,39.4
656,8059011728,JEFFERSON,1086.95,1267.78,2271,6.9,2841,5798.0,8.1,82654.0,92058.0,36886,0,0,0,0,1,0,0,1.5,3.9,96.1,47.1
657,8059011702,JEFFERSON,1215.63,1267.78,4595,7.3,5476,5531.3,9.6,76412.0,100413.0,41655,0,0,0,0,1,0,0,2.9,6.1,93.9,25.4
658,8059011701,JEFFERSON,1039.57,1267.78,3842,6.3,4800,3243.2,5.8,79609.0,91938.0,39045,0,0,0,0,1,0,0,2.3,4.0,95.9,39.3
659,8059012049,JEFFERSON,717.16,1267.78,3046,5.8,4043,4003.0,1.5,116196.0,133423.0,45907,0,0,0,0,1,0,0,0.0,2.0,98.0,47.5
660,8059011730,JEFFERSON,1533.2,1267.78,2724,5.5,3466,4683.8,20.8,47105.0,55923.0,27097,1,1,1,1,1,0,1,1.1,3.9,96.1,31.9
661,8059011727,JEFFERSON,708.0,1267.78,2911,8.0,3646,3682.8,6.3,80565.0,91767.0,39262,0,0,0,0,1,0,0,3.2,4.6,95.4,46.7
662,8059012053,JEFFERSON,1017.67,1267.78,3119,5.8,3985,4066.3,3.3,100954.0,102275.0,38102,0,0,0,0,1,0,0,0.0,1.8,98.2,33.6
663,8059011202,JEFFERSON,1224.98,1267.78,4036,4.9,4929,3308.1,6.5,73568.0,86524.0,31802,0,0,0,0,1,0,0,1.0,1.9,98.1,43.5
664,8059011804,JEFFERSON,1196.74,1267.78,3658,6.4,4344,5870.3,9.0,71795.0,80358.0,31784,0,0,0,0,1,0,0,1.7,7.4,92.6,27.3
665,8059011708,JEFFERSON,1105.38,1267.78,3222,6.5,3881,4001.0,5.4,75806.0,90075.0,37579,0,0,0,0,1,0,0,2.1,7.8,92.2,39.7
666,8059011711,JEFFERSON,1417.15,1267.78,3434,5.2,4181,4977.4,7.3,64554.0,77077.0,34869,0,0,0,0,1,0,0,0.8,3.1,96.9,42.8
667,8059011951,JEFFERSON,1440.8,1267.78,2680,7.2,3335,2951.3,11.8,73734.0,94683.0,39129,0,0,0,0,1,0,0,1.3,5.8,94.2,42.5
