OBJECTID,Census_Tract_FIPS,Census_Tract_Name,County_Name,Adult_Population_Age18_and_over,Health_Statistics_Region,Diabetes_Census_Tract_Estimate,Diabetes_Estimate_Confidence_Interval,Diabetes_Map_Symbol_withinHSR,Diabetes_County_Regional_Estimate,Diabetes_Map_Symbol_State,Diabetes_State_Estimate
727,8101000903,"Census Tract 9.03, Pueblo County, Colorado",Pueblo,761,7,3.3,95% C.I.: 3 - 3.7,Lowest Quintile,County/Regional Estimate 12.2% (95% C.I.: 10.2 - 14.3),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
728,8101002600,"Census Tract 26, Pueblo County, Colorado",Pueblo,2707,7,13.5,95% C.I.: 12.7 - 14.6,Fourth Quintile,County/Regional Estimate 12.2% (95% C.I.: 10.2 - 14.3),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
729,8101002801,"Census Tract 28.01, Pueblo County, Colorado",Pueblo,4090,7,14.8,95% C.I.: 14 - 15.7,Highest Quintile,County/Regional Estimate 12.2% (95% C.I.: 10.2 - 14.3),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
730,8101002000,"Census Tract 20, Pueblo County, Colorado",Pueblo,2513,7,12.5,95% C.I.: 11.7 - 13.5,Middle Quintile,County/Regional Estimate 12.2% (95% C.I.: 10.2 - 14.3),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
731,8101001800,"Census Tract 18, Pueblo County, Colorado",Pueblo,1794,7,12.4,95% C.I.: 11.7 - 13.2,Middle Quintile,County/Regional Estimate 12.2% (95% C.I.: 10.2 - 14.3),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
732,8101001900,"Census Tract 19, Pueblo County, Colorado",Pueblo,1157,7,10.9,95% C.I.: 10.3 - 11.7,Lowest Quintile,County/Regional Estimate 12.2% (95% C.I.: 10.2 - 14.3),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
733,8101002400,"Census Tract 24, Pueblo County, Colorado",Pueblo,1348,7,15.8,95% C.I.: 15 - 16.8,Highest Quintile,County/Regional Estimate 12.2% (95% C.I.: 10.2 - 14.3),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
734,8101001400,"Census Tract 14, Pueblo County, Colorado",Pueblo,977,7,14.3,95% C.I.: 13.5 - 15.3,Fourth Quintile,County/Regional Estimate 12.2% (95% C.I.: 10.2 - 14.3),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
735,8101001700,"Census Tract 17, Pueblo County, Colorado",Pueblo,3673,7,15.4,95% C.I.: 14.6 - 16.2,Highest Quintile,County/Regional Estimate 12.2% (95% C.I.: 10.2 - 14.3),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
736,8101000905,"Census Tract 9.05, Pueblo County, Colorado",Pueblo,1716,7,10.2,95% C.I.: 9.7 - 11,Lowest Quintile,County/Regional Estimate 12.2% (95% C.I.: 10.2 - 14.3),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
737,8101003104,"Census Tract 31.04, Pueblo County, Colorado",Pueblo,1746,7,13.4,95% C.I.: 12.7 - 14.1,Fourth Quintile,County/Regional Estimate 12.2% (95% C.I.: 10.2 - 14.3),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
738,8101002300,"Census Tract 23, Pueblo County, Colorado",Pueblo,2791,7,13.2,95% C.I.: 12.4 - 14.2,Fourth Quintile,County/Regional Estimate 12.2% (95% C.I.: 10.2 - 14.3),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
739,8101002200,"Census Tract 22, Pueblo County, Colorado",Pueblo,1074,7,14.8,95% C.I.: 14 - 16.2,Fourth Quintile,County/Regional Estimate 12.2% (95% C.I.: 10.2 - 14.3),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
740,8101002100,"Census Tract 21, Pueblo County, Colorado",Pueblo,1224,7,14.2,95% C.I.: 13.4 - 15.3,Fourth Quintile,County/Regional Estimate 12.2% (95% C.I.: 10.2 - 14.3),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
741,8101002802,"Census Tract 28.02, Pueblo County, Colorado",Pueblo,2933,7,14.3,95% C.I.: 13.5 - 15.3,Fourth Quintile,County/Regional Estimate 12.2% (95% C.I.: 10.2 - 14.3),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
742,8101000200,"Census Tract 2, Pueblo County, Colorado",Pueblo,1492,7,11.6,95% C.I.: 10.9 - 12.5,Second Quintile,County/Regional Estimate 12.2% (95% C.I.: 10.2 - 14.3),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
743,8101002906,"Census Tract 29.06, Pueblo County, Colorado",Pueblo,3327,7,11.3,95% C.I.: 10.7 - 11.9,Second Quintile,County/Regional Estimate 12.2% (95% C.I.: 10.2 - 14.3),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
744,8101002700,"Census Tract 27, Pueblo County, Colorado",Pueblo,4073,7,14.9,95% C.I.: 14.1 - 15.7,Highest Quintile,County/Regional Estimate 12.2% (95% C.I.: 10.2 - 14.3),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
745,8101001600,"Census Tract 16, Pueblo County, Colorado",Pueblo,1433,7,14.3,95% C.I.: 13.6 - 15.1,Fourth Quintile,County/Regional Estimate 12.2% (95% C.I.: 10.2 - 14.3),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
746,8101002903,"Census Tract 29.03, Pueblo County, Colorado",Pueblo,5347,7,11.6,95% C.I.: 11 - 12.6,Second Quintile,County/Regional Estimate 12.2% (95% C.I.: 10.2 - 14.3),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
747,8101000500,"Census Tract 5, Pueblo County, Colorado",Pueblo,1730,7,11.9,95% C.I.: 11.3 - 12.7,Second Quintile,County/Regional Estimate 12.2% (95% C.I.: 10.2 - 14.3),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
748,8101000800,"Census Tract 8, Pueblo County, Colorado",Pueblo,2169,7,11.3,95% C.I.: 10.7 - 12.1,Second Quintile,County/Regional Estimate 12.2% (95% C.I.: 10.2 - 14.3),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
749,8101002901,"Census Tract 29.01, Pueblo County, Colorado",Pueblo,2054,7,12,95% C.I.: 11.2 - 13.2,Second Quintile,County/Regional Estimate 12.2% (95% C.I.: 10.2 - 14.3),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
750,8101002500,"Census Tract 25, Pueblo County, Colorado",Pueblo,2351,7,10.9,95% C.I.: 10.3 - 11.8,Lowest Quintile,County/Regional Estimate 12.2% (95% C.I.: 10.2 - 14.3),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
751,8101003103,"Census Tract 31.03, Pueblo County, Colorado",Pueblo,1452,7,13.8,95% C.I.: 13.1 - 14.6,Fourth Quintile,County/Regional Estimate 12.2% (95% C.I.: 10.2 - 14.3),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
752,8101003001,"Census Tract 30.01, Pueblo County, Colorado",Pueblo,775,7,11.7,95% C.I.: 11.1 - 12.3,Second Quintile,County/Regional Estimate 12.2% (95% C.I.: 10.2 - 14.3),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
753,8101001000,"Census Tract 10, Pueblo County, Colorado",Pueblo,3647,7,13.5,95% C.I.: 12.8 - 14.4,Fourth Quintile,County/Regional Estimate 12.2% (95% C.I.: 10.2 - 14.3),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
754,8101000904,"Census Tract 9.04, Pueblo County, Colorado",Pueblo,3045,7,13.6,95% C.I.: 12.8 - 14.4,Fourth Quintile,County/Regional Estimate 12.2% (95% C.I.: 10.2 - 14.3),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
755,8101003004,"Census Tract 30.04, Pueblo County, Colorado",Pueblo,2417,7,11.5,95% C.I.: 10.9 - 12.4,Second Quintile,County/Regional Estimate 12.2% (95% C.I.: 10.2 - 14.3),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
756,8101001100,"Census Tract 11, Pueblo County, Colorado",Pueblo,1795,7,17,95% C.I.: 16.1 - 18,Highest Quintile,County/Regional Estimate 12.2% (95% C.I.: 10.2 - 14.3),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
757,8101000902,"Census Tract 9.02, Pueblo County, Colorado",Pueblo,4798,7,12.9,95% C.I.: 12.2 - 13.8,Middle Quintile,County/Regional Estimate 12.2% (95% C.I.: 10.2 - 14.3),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
758,8101003200,"Census Tract 32, Pueblo County, Colorado",Pueblo,2635,7,11.8,95% C.I.: 11.2 - 12.5,Second Quintile,County/Regional Estimate 12.2% (95% C.I.: 10.2 - 14.3),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
759,8101000400,"Census Tract 4, Pueblo County, Colorado",Pueblo,2142,7,11.7,95% C.I.: 11.1 - 12.5,Second Quintile,County/Regional Estimate 12.2% (95% C.I.: 10.2 - 14.3),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
760,8101002806,"Census Tract 28.06, Pueblo County, Colorado",Pueblo,3238,7,12.3,95% C.I.: 11.7 - 12.9,Middle Quintile,County/Regional Estimate 12.2% (95% C.I.: 10.2 - 14.3),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
761,8101000300,"Census Tract 3, Pueblo County, Colorado",Pueblo,2060,7,15.5,95% C.I.: 14.6 - 16.7,Highest Quintile,County/Regional Estimate 12.2% (95% C.I.: 10.2 - 14.3),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
762,8101002804,"Census Tract 28.04, Pueblo County, Colorado",Pueblo,3512,7,12,95% C.I.: 11.4 - 12.6,Second Quintile,County/Regional Estimate 12.2% (95% C.I.: 10.2 - 14.3),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
763,8101001200,"Census Tract 12, Pueblo County, Colorado",Pueblo,1507,7,15.9,95% C.I.: 15 - 17,Highest Quintile,County/Regional Estimate 12.2% (95% C.I.: 10.2 - 14.3),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
764,8101000600,"Census Tract 6, Pueblo County, Colorado",Pueblo,1591,7,15,95% C.I.: 14.2 - 15.9,Highest Quintile,County/Regional Estimate 12.2% (95% C.I.: 10.2 - 14.3),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
765,8101002807,"Census Tract 28.07, Pueblo County, Colorado",Pueblo,3515,7,12.4,95% C.I.: 11.7 - 13.1,Middle Quintile,County/Regional Estimate 12.2% (95% C.I.: 10.2 - 14.3),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
766,8101002808,"Census Tract 28.08, Pueblo County, Colorado",Pueblo,2414,7,13,95% C.I.: 12.3 - 13.7,Middle Quintile,County/Regional Estimate 12.2% (95% C.I.: 10.2 - 14.3),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
767,8101001500,"Census Tract 15, Pueblo County, Colorado",Pueblo,1798,7,12.4,95% C.I.: 11.6 - 13.2,Middle Quintile,County/Regional Estimate 12.2% (95% C.I.: 10.2 - 14.3),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
768,8101000100,"Census Tract 1, Pueblo County, Colorado",Pueblo,2138,7,12.1,95% C.I.: 11.5 - 13,Middle Quintile,County/Regional Estimate 12.2% (95% C.I.: 10.2 - 14.3),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
769,8035014006,"Census Tract 140.06, Douglas County, Colorado",Douglas,4486,3,5,95% C.I.: 4.6 - 5.4,Fourth Quintile,County/Regional Estimate 4.8% (95% C.I.: 3.8 - 5.8),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
770,8035013910,"Census Tract 139.10, Douglas County, Colorado",Douglas,4516,3,4.7,95% C.I.: 4.4 - 4.9,Middle Quintile,County/Regional Estimate 4.8% (95% C.I.: 3.8 - 5.8),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
771,8035014140,"Census Tract 141.40, Douglas County, Colorado",Douglas,3780,3,5,95% C.I.: 4.8 - 5.4,Fourth Quintile,County/Regional Estimate 4.8% (95% C.I.: 3.8 - 5.8),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
772,8035014132,"Census Tract 141.32, Douglas County, Colorado",Douglas,4257,3,4.5,95% C.I.: 4.3 - 4.8,Second Quintile,County/Regional Estimate 4.8% (95% C.I.: 3.8 - 5.8),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
773,8035014130,"Census Tract 141.30, Douglas County, Colorado",Douglas,5435,3,4,95% C.I.: 3.8 - 4.3,Lowest Quintile,County/Regional Estimate 4.8% (95% C.I.: 3.8 - 5.8),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
774,8035014124,"Census Tract 141.24, Douglas County, Colorado",Douglas,3849,3,4.5,95% C.I.: 4.2 - 4.7,Second Quintile,County/Regional Estimate 4.8% (95% C.I.: 3.8 - 5.8),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
775,8035014405,"Census Tract 144.05, Douglas County, Colorado",Douglas,5247,3,4.3,95% C.I.: 4 - 4.6,Second Quintile,County/Regional Estimate 4.8% (95% C.I.: 3.8 - 5.8),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
776,8035014505,"Census Tract 145.05, Douglas County, Colorado",Douglas,3998,3,5.4,95% C.I.: 5.1 - 5.7,Highest Quintile,County/Regional Estimate 4.8% (95% C.I.: 3.8 - 5.8),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
777,8035014603,"Census Tract 146.03, Douglas County, Colorado",Douglas,5031,3,3.8,95% C.I.: 3.5 - 4.1,Lowest Quintile,County/Regional Estimate 4.8% (95% C.I.: 3.8 - 5.8),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
778,8035014403,"Census Tract 144.03, Douglas County, Colorado",Douglas,4429,3,5.5,95% C.I.: 5.3 - 5.8,Highest Quintile,County/Regional Estimate 4.8% (95% C.I.: 3.8 - 5.8),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
779,8035014404,"Census Tract 144.04, Douglas County, Colorado",Douglas,2280,3,6,95% C.I.: 5.7 - 6.3,Highest Quintile,County/Regional Estimate 4.8% (95% C.I.: 3.8 - 5.8),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
780,8035014128,"Census Tract 141.28, Douglas County, Colorado",Douglas,3692,3,4.7,95% C.I.: 4.4 - 5,Middle Quintile,County/Regional Estimate 4.8% (95% C.I.: 3.8 - 5.8),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
781,8035014129,"Census Tract 141.29, Douglas County, Colorado",Douglas,2680,3,4.3,95% C.I.: 4.1 - 4.6,Second Quintile,County/Regional Estimate 4.8% (95% C.I.: 3.8 - 5.8),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
782,8035014134,"Census Tract 141.34, Douglas County, Colorado",Douglas,4320,3,4.3,95% C.I.: 4.1 - 4.6,Second Quintile,County/Regional Estimate 4.8% (95% C.I.: 3.8 - 5.8),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
783,8035014136,"Census Tract 141.36, Douglas County, Colorado",Douglas,6051,3,4.2,95% C.I.: 3.9 - 4.6,Second Quintile,County/Regional Estimate 4.8% (95% C.I.: 3.8 - 5.8),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
784,8035014138,"Census Tract 141.38, Douglas County, Colorado",Douglas,2844,3,4.1,95% C.I.: 3.8 - 4.3,Lowest Quintile,County/Regional Estimate 4.8% (95% C.I.: 3.8 - 5.8),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
785,8035014139,"Census Tract 141.39, Douglas County, Colorado",Douglas,3042,3,5.8,95% C.I.: 5.5 - 6.2,Highest Quintile,County/Regional Estimate 4.8% (95% C.I.: 3.8 - 5.8),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
786,8035014126,"Census Tract 141.26, Douglas County, Colorado",Douglas,1575,3,4.6,95% C.I.: 4.3 - 5,Middle Quintile,County/Regional Estimate 4.8% (95% C.I.: 3.8 - 5.8),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
787,8035014203,"Census Tract 142.03, Douglas County, Colorado",Douglas,5113,3,5,95% C.I.: 4.7 - 5.3,Fourth Quintile,County/Regional Estimate 4.8% (95% C.I.: 3.8 - 5.8),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
788,8035014406,"Census Tract 144.06, Douglas County, Colorado",Douglas,7954,3,5,95% C.I.: 4.7 - 5.4,Fourth Quintile,County/Regional Estimate 4.8% (95% C.I.: 3.8 - 5.8),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
789,8035014133,"Census Tract 141.33, Douglas County, Colorado",Douglas,4606,3,4.1,95% C.I.: 3.9 - 4.4,Second Quintile,County/Regional Estimate 4.8% (95% C.I.: 3.8 - 5.8),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
790,8035014204,"Census Tract 142.04, Douglas County, Colorado",Douglas,2379,3,4.4,95% C.I.: 4.1 - 4.7,Second Quintile,County/Regional Estimate 4.8% (95% C.I.: 3.8 - 5.8),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
791,8035014135,"Census Tract 141.35, Douglas County, Colorado",Douglas,2626,3,4.7,95% C.I.: 4.5 - 5,Middle Quintile,County/Regional Estimate 4.8% (95% C.I.: 3.8 - 5.8),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
792,8035014131,"Census Tract 141.31, Douglas County, Colorado",Douglas,3445,3,6.7,95% C.I.: 6.4 - 7.2,Highest Quintile,County/Regional Estimate 4.8% (95% C.I.: 3.8 - 5.8),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
793,8035014137,"Census Tract 141.37, Douglas County, Colorado",Douglas,6147,3,4.8,95% C.I.: 4.5 - 5.1,Middle Quintile,County/Regional Estimate 4.8% (95% C.I.: 3.8 - 5.8),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
794,8035014127,"Census Tract 141.27, Douglas County, Colorado",Douglas,3731,3,5.4,95% C.I.: 5.1 - 5.8,Highest Quintile,County/Regional Estimate 4.8% (95% C.I.: 3.8 - 5.8),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
795,8035014125,"Census Tract 141.25, Douglas County, Colorado",Douglas,3026,3,4.8,95% C.I.: 4.5 - 5.1,Middle Quintile,County/Regional Estimate 4.8% (95% C.I.: 3.8 - 5.8),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
796,8035014005,"Census Tract 140.05, Douglas County, Colorado",Douglas,3350,3,4,95% C.I.: 3.7 - 4.3,Lowest Quintile,County/Regional Estimate 4.8% (95% C.I.: 3.8 - 5.8),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
797,8035014007,"Census Tract 140.07, Douglas County, Colorado",Douglas,2545,3,4,95% C.I.: 3.7 - 4.5,Lowest Quintile,County/Regional Estimate 4.8% (95% C.I.: 3.8 - 5.8),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
798,8035014011,"Census Tract 140.11, Douglas County, Colorado",Douglas,2047,3,4.7,95% C.I.: 4.4 - 5.1,Middle Quintile,County/Regional Estimate 4.8% (95% C.I.: 3.8 - 5.8),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
799,8035014506,"Census Tract 145.06, Douglas County, Colorado",Douglas,3286,3,4.8,95% C.I.: 4.6 - 5.1,Fourth Quintile,County/Regional Estimate 4.8% (95% C.I.: 3.8 - 5.8),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
800,8035014604,"Census Tract 146.04, Douglas County, Colorado",Douglas,2684,3,3.8,95% C.I.: 3.5 - 4,Lowest Quintile,County/Regional Estimate 4.8% (95% C.I.: 3.8 - 5.8),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
801,8035014013,"Census Tract 140.13, Douglas County, Colorado",Douglas,4223,3,4.5,95% C.I.: 4.3 - 4.8,Second Quintile,County/Regional Estimate 4.8% (95% C.I.: 3.8 - 5.8),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
802,8035014012,"Census Tract 140.12, Douglas County, Colorado",Douglas,5439,3,5,95% C.I.: 4.7 - 5.3,Fourth Quintile,County/Regional Estimate 4.8% (95% C.I.: 3.8 - 5.8),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
803,8035014008,"Census Tract 140.08, Douglas County, Colorado",Douglas,5193,3,3.9,95% C.I.: 3.7 - 4.2,Lowest Quintile,County/Regional Estimate 4.8% (95% C.I.: 3.8 - 5.8),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
804,8035014009,"Census Tract 140.09, Douglas County, Colorado",Douglas,2689,3,3.9,95% C.I.: 3.7 - 4.2,Lowest Quintile,County/Regional Estimate 4.8% (95% C.I.: 3.8 - 5.8),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
805,8035014010,"Census Tract 140.10, Douglas County, Colorado",Douglas,4140,3,4,95% C.I.: 3.8 - 4.4,Lowest Quintile,County/Regional Estimate 4.8% (95% C.I.: 3.8 - 5.8),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
806,8035013911,"Census Tract 139.11, Douglas County, Colorado",Douglas,4958,3,5,95% C.I.: 4.8 - 5.3,Fourth Quintile,County/Regional Estimate 4.8% (95% C.I.: 3.8 - 5.8),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
807,8035014123,"Census Tract 141.23, Douglas County, Colorado",Douglas,2548,3,4.6,95% C.I.: 4.4 - 5.1,Middle Quintile,County/Regional Estimate 4.8% (95% C.I.: 3.8 - 5.8),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
808,8035014504,"Census Tract 145.04, Douglas County, Colorado",Douglas,3576,3,4.7,95% C.I.: 4.4 - 5,Middle Quintile,County/Regional Estimate 4.8% (95% C.I.: 3.8 - 5.8),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
809,8035013908,"Census Tract 139.08, Douglas County, Colorado",Douglas,5773,3,5.1,95% C.I.: 4.9 - 5.4,Highest Quintile,County/Regional Estimate 4.8% (95% C.I.: 3.8 - 5.8),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
810,8035013907,"Census Tract 139.07, Douglas County, Colorado",Douglas,3677,3,4.9,95% C.I.: 4.6 - 5.2,Fourth Quintile,County/Regional Estimate 4.8% (95% C.I.: 3.8 - 5.8),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
811,8035013905,"Census Tract 139.05, Douglas County, Colorado",Douglas,2733,3,4.1,95% C.I.: 3.9 - 4.4,Lowest Quintile,County/Regional Estimate 4.8% (95% C.I.: 3.8 - 5.8),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
812,8035013904,"Census Tract 139.04, Douglas County, Colorado",Douglas,3372,3,3.9,95% C.I.: 3.6 - 4.2,Lowest Quintile,County/Regional Estimate 4.8% (95% C.I.: 3.8 - 5.8),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
813,8035014001,"Census Tract 140.01, Douglas County, Colorado",Douglas,5783,3,3.9,95% C.I.: 3.6 - 4.2,Lowest Quintile,County/Regional Estimate 4.8% (95% C.I.: 3.8 - 5.8),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
814,8035014115,"Census Tract 141.15, Douglas County, Colorado",Douglas,3423,3,5,95% C.I.: 4.7 - 5.3,Fourth Quintile,County/Regional Estimate 4.8% (95% C.I.: 3.8 - 5.8),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
815,8035014114,"Census Tract 141.14, Douglas County, Colorado",Douglas,2660,3,5,95% C.I.: 4.7 - 5.3,Fourth Quintile,County/Regional Estimate 4.8% (95% C.I.: 3.8 - 5.8),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
816,8035014113,"Census Tract 141.13, Douglas County, Colorado",Douglas,2233,3,4.6,95% C.I.: 4.3 - 5,Second Quintile,County/Regional Estimate 4.8% (95% C.I.: 3.8 - 5.8),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
817,8009964600,"Census Tract 9646, Baca County, Colorado",Baca,1294,6,16.5,95% C.I.: 13.7 - 21.1,Fourth Quintile,County/Regional Estimate 13.1% (95% C.I.: 5.8 - 20.5),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
818,8009964700,"Census Tract 9647, Baca County, Colorado",Baca,1537,6,15,95% C.I.: 12.3 - 19.4,Middle Quintile,County/Regional Estimate 13.1% (95% C.I.: 5.8 - 20.5),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
819,8019014700,"Census Tract 147, Clear Creek County, Colorado",Clear Creek,4111,17,9.3,95% C.I.: 7.8 - 11.4,Highest Quintile,County/Regional Estimate 4.8% (95% C.I.: 1.4 - 8.2),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
820,8019014800,"Census Tract 148, Clear Creek County, Colorado",Clear Creek,1457,17,9.7,95% C.I.: 8 - 11.6,Highest Quintile,County/Regional Estimate 4.8% (95% C.I.: 1.4 - 8.2),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
821,8119010202,"Census Tract 102.02, Teller County, Colorado",Teller,561,17,7.4,95% C.I.: 6.5 - 8.8,Fourth Quintile,County/Regional Estimate 7.9% (95% C.I.: 4.5 - 11.3),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
822,8119010201,"Census Tract 102.01, Teller County, Colorado",Teller,2124,17,7.9,95% C.I.: 6.9 - 9.4,Fourth Quintile,County/Regional Estimate 7.9% (95% C.I.: 4.5 - 11.3),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
823,8119010105,"Census Tract 101.05, Teller County, Colorado",Teller,4651,17,7.2,95% C.I.: 6.3 - 8.5,Fourth Quintile,County/Regional Estimate 7.9% (95% C.I.: 4.5 - 11.3),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
