OBJECTID,FIPS,Tract_Name,Tract_FIPS,County,Population_Total,Population_Density_PerLandSquareMile,Education_Population_AgeOver24,Percent_Education_Population_AgeOver24_LessThan9th,Percent_Education_Population_AgeOver24_NoHSDiploma,Percent_Education_Population_AgeOver24_HSD_Higher,Percent_Education_Population_AgeOver24_Bachelors_Higher
1105,8005005614,"Census Tract 56.14, Arapahoe County, Colorado",8005005614,ARAPAHOE,3270,3633.3,2459,0.7,4.1,95.9,41.8
1106,8005006707,"Census Tract 67.07, Arapahoe County, Colorado",8005006707,ARAPAHOE,5258,4206.4,3402,0.2,1.4,98.6,54.1
1107,8005006708,"Census Tract 67.08, Arapahoe County, Colorado",8005006708,ARAPAHOE,5062,5062,3613,0.2,0.2,99.8,71.3
1108,8005006604,"Census Tract 66.04, Arapahoe County, Colorado",8005006604,ARAPAHOE,4582,6276.7,3162,2.7,14.4,85.6,33.7
1109,8005006603,"Census Tract 66.03, Arapahoe County, Colorado",8005006603,ARAPAHOE,3393,4712.5,2525,1.5,4.1,95.9,45.5
1110,8005006705,"Census Tract 67.05, Arapahoe County, Colorado",8005006705,ARAPAHOE,2041,1046.7,1288,0,0,100,80.3
1111,8005006601,"Census Tract 66.01, Arapahoe County, Colorado",8005006601,ARAPAHOE,5531,7374.7,3835,5,9.9,90.1,26.3
1112,8005005621,"Census Tract 56.21, Arapahoe County, Colorado",8005005621,ARAPAHOE,3034,3034,2294,1.1,3.6,96.3,60
1113,8005005625,"Census Tract 56.25, Arapahoe County, Colorado",8005005625,ARAPAHOE,3103,4309.7,2317,0.7,3.4,96.6,41.4
1114,8005006704,"Census Tract 67.04, Arapahoe County, Colorado",8005006704,ARAPAHOE,4501,1056.6,2985,0,0.3,99.7,81.9
1115,8005005620,"Census Tract 56.20, Arapahoe County, Colorado",8005005620,ARAPAHOE,2905,7644.7,2273,3.3,7.7,92.3,38.7
1116,8005006709,"Census Tract 67.09, Arapahoe County, Colorado",8005006709,ARAPAHOE,5495,3392,3917,0.4,0.4,99.6,67.8
1117,8005005619,"Census Tract 56.19, Arapahoe County, Colorado",8005005619,ARAPAHOE,4655,3145.3,3448,2.1,5.6,94.3,47
1118,8005005633,"Census Tract 56.33, Arapahoe County, Colorado",8005005633,ARAPAHOE,3109,4145.3,2365,0.8,1.3,98.7,63.7
1119,8005081700,"Census Tract 817, Arapahoe County, Colorado",8005081700,ARAPAHOE,2946,4149.3,1972,0.7,3,97,63.6
1120,8005015100,"Census Tract 151, Arapahoe County, Colorado",8005015100,ARAPAHOE,2797,4907,2085,1,4.1,96,67.1
1121,8005083900,"Census Tract 839, Arapahoe County, Colorado",8005083900,ARAPAHOE,2840,5358.5,2250,2.9,6.6,93.4,45.9
1122,8005082900,"Census Tract 829, Arapahoe County, Colorado",8005082900,ARAPAHOE,4776,4682.4,3117,4.8,9.9,90.1,20.3
1123,8005087300,"Census Tract 873, Arapahoe County, Colorado",8005087300,ARAPAHOE,8384,9981,4962,0.6,7.1,92.8,41.6
1124,8005086900,"Census Tract 869, Arapahoe County, Colorado",8005086900,ARAPAHOE,3043,10867.9,1945,1.5,1.9,98.1,45.8
1125,8005087100,"Census Tract 871, Arapahoe County, Colorado",8005087100,ARAPAHOE,2713,7139.5,1908,2.1,3.4,96.5,41.2
1126,8005007301,"Census Tract 73.01, Arapahoe County, Colorado",8005007301,ARAPAHOE,2485,7530.3,1624,12.3,18.1,81.9,19.7
1127,8005006100,"Census Tract 61, Arapahoe County, Colorado",8005006100,ARAPAHOE,2962,6731.8,2301,1.6,11.6,88.4,30.9
1128,8005006300,"Census Tract 63, Arapahoe County, Colorado",8005006300,ARAPAHOE,2611,5222,2120,1.2,7.4,92.6,38.5
1129,8005006706,"Census Tract 67.06, Arapahoe County, Colorado",8005006706,ARAPAHOE,5134,5901.1,3509,0.3,0.5,99.6,72
1130,8005006200,"Census Tract 62, Arapahoe County, Colorado",8005006200,ARAPAHOE,3305,3442.7,2409,2,7.8,92.2,37
1131,8005005952,"Census Tract 59.52, Arapahoe County, Colorado",8005005952,ARAPAHOE,3692,9466.7,2381,0,0.3,99.7,61.9
1132,8005005951,"Census Tract 59.51, Arapahoe County, Colorado",8005005951,ARAPAHOE,4303,7823.6,3521,3.5,12.8,87.2,34.9
1133,8005005800,"Census Tract 58, Arapahoe County, Colorado",8005005800,ARAPAHOE,2633,5602.1,1984,1.1,3.2,96.8,56.5
1134,8005005612,"Census Tract 56.12, Arapahoe County, Colorado",8005005612,ARAPAHOE,3828,2552,2580,1.9,2.3,97.6,55.9
1135,8005006400,"Census Tract 64, Arapahoe County, Colorado",8005006400,ARAPAHOE,3395,3772.2,2331,9.1,14.9,85.1,28
1136,8005006000,"Census Tract 60, Arapahoe County, Colorado",8005006000,ARAPAHOE,2626,2652.5,2125,2.5,6.7,93.3,39
1137,8041000301,"Census Tract 3.01, El Paso County, Colorado",8041000301,EL PASO,3211,4522.5,2216,6.2,15.5,84.5,21.8
1138,8041000203,"Census Tract 2.03, El Paso County, Colorado",8041000203,EL PASO,4289,4164.1,2721,1.4,5.8,94.2,34.5
1139,8005080500,"Census Tract 805, Arapahoe County, Colorado",8005080500,ARAPAHOE,3593,7332.7,2789,0.4,2.4,97.7,37.1
1140,8005083000,"Census Tract 830, Arapahoe County, Colorado",8005083000,ARAPAHOE,3563,899.7,2555,6.2,11.5,88.5,41.1
1141,8005083200,"Census Tract 832, Arapahoe County, Colorado",8005083200,ARAPAHOE,9092,4591.9,5485,1.2,1.7,98.3,36.6
1142,8005085900,"Census Tract 859, Arapahoe County, Colorado",8005085900,ARAPAHOE,4875,2693.4,2941,4.9,7.2,92.8,42.3
1143,8005006855,"Census Tract 68.55, Arapahoe County, Colorado",8005006855,ARAPAHOE,5667,1876.5,3625,2,3.5,96.5,68.1
1144,8005086400,"Census Tract 864, Arapahoe County, Colorado",8005086400,ARAPAHOE,2103,674,1501,0,1.3,98.7,70.2
1145,8005086700,"Census Tract 867, Arapahoe County, Colorado",8005086700,ARAPAHOE,4735,2014.9,2689,2.5,4.2,95.8,67.3
1146,8005007103,"Census Tract 71.03, Arapahoe County, Colorado",8005007103,ARAPAHOE,1585,24.8,1221,1.8,8,92,27.6
1147,8005005700,"Census Tract 57, Arapahoe County, Colorado",8005005700,ARAPAHOE,3634,4129.5,2329,2.3,9.4,90.6,45.7
1148,8005005622,"Census Tract 56.22, Arapahoe County, Colorado",8005005622,ARAPAHOE,2421,1048.1,1779,1.1,2.1,97.9,65.4
1149,8005005611,"Census Tract 56.11, Arapahoe County, Colorado",8005005611,ARAPAHOE,5014,3234.8,3502,1,4.3,95.7,51
1150,8005007400,"Census Tract 74, Arapahoe County, Colorado",8005007400,ARAPAHOE,5487,7316,3223,18,31.2,68.8,12.5
1151,8005005553,"Census Tract 55.53, Arapahoe County, Colorado",8005005553,ARAPAHOE,3972,4271,2603,1.6,8.4,91.7,18.1
1152,8005005626,"Census Tract 56.26, Arapahoe County, Colorado",8005005626,ARAPAHOE,3635,4660.3,2680,0.3,1.3,98.7,40.3
1153,8005007600,"Census Tract 76, Arapahoe County, Colorado",8005007600,ARAPAHOE,3646,7149,2363,16.9,31.9,68.1,15.2
1154,8041000202,"Census Tract 2.02, El Paso County, Colorado",8041000202,EL PASO,4577,4317.9,2962,3.3,7.7,92.3,35.3
1155,8041007900,"Census Tract 79, El Paso County, Colorado",8041007900,EL PASO,2519,1071.9,2191,2.3,4.9,95.1,59
1156,8041000102,"Census Tract 1.02, El Paso County, Colorado",8041000102,EL PASO,3599,5712.7,2504,1,2.7,97.4,34.7
1157,8041004701,"Census Tract 47.01, El Paso County, Colorado",8041004701,EL PASO,5057,5746.6,3409,0.6,2.9,97.2,34.6
1158,8041005501,"Census Tract 55.01, El Paso County, Colorado",8041005501,EL PASO,4700,3587.8,3076,3.4,8.3,91.6,39.4
1159,8041004901,"Census Tract 49.01, El Paso County, Colorado",8041004901,EL PASO,3813,5777.3,2234,1.2,8.9,91.1,23.4
1160,8041004902,"Census Tract 49.02, El Paso County, Colorado",8041004902,EL PASO,5978,3783.5,3971,0.5,2.8,97.2,49.4
1161,8041004501,"Census Tract 45.01, El Paso County, Colorado",8041004501,EL PASO,4729,902.5,3042,8.4,18.9,81.1,12.6
1162,8041004008,"Census Tract 40.08, El Paso County, Colorado",8041004008,EL PASO,3030,195.6,1327,0,0,100,36.6
1163,8041007000,"Census Tract 70, El Paso County, Colorado",8041007000,EL PASO,4060,2000,2694,1.2,2.5,97.6,62.4
1164,8041003702,"Census Tract 37.02, El Paso County, Colorado",8041003702,EL PASO,5087,2518.3,3749,1.1,1.8,98.2,68.7
1165,8041002800,"Census Tract 28, El Paso County, Colorado",8041002800,EL PASO,6113,2144.9,3788,3.5,14.8,85.2,21.3
1166,8041001301,"Census Tract 13.01, El Paso County, Colorado",8041001301,EL PASO,2143,4202,1682,3.6,8.4,91.6,32.2
1167,8041003902,"Census Tract 39.02, El Paso County, Colorado",8041003902,EL PASO,12304,302.5,7622,0.4,1.2,98.7,48.6
1168,8041007300,"Census Tract 73, El Paso County, Colorado",8041007300,EL PASO,10403,698.2,6650,0.7,1.4,98.6,64
1169,8005083700,"Census Tract 837, Arapahoe County, Colorado",8005083700,ARAPAHOE,4311,2395,3109,3.5,5.3,94.7,50.9
1170,8005086100,"Census Tract 861, Arapahoe County, Colorado",8005086100,ARAPAHOE,4804,6580.8,2978,0.4,3.7,96.3,37.9
1171,8005007107,"Census Tract 71.07, Arapahoe County, Colorado",8005007107,ARAPAHOE,8660,1589,4830,0.6,2.6,97.3,48.4
1172,8005085100,"Census Tract 851, Arapahoe County, Colorado",8005085100,ARAPAHOE,6920,4805.6,4149,1.2,3.1,96.9,61.5
1173,8005085600,"Census Tract 856, Arapahoe County, Colorado",8005085600,ARAPAHOE,3317,6769.4,2128,1.8,4.4,95.6,53.8
1174,8005085500,"Census Tract 855, Arapahoe County, Colorado",8005085500,ARAPAHOE,5581,6644,3794,1.6,3.7,96.3,50.7
1175,8005087000,"Census Tract 870, Arapahoe County, Colorado",8005087000,ARAPAHOE,5090,13756.8,3652,4.5,8.5,91.5,38.7
1176,8005086800,"Census Tract 868, Arapahoe County, Colorado",8005086800,ARAPAHOE,7062,10700,4717,3.6,10.4,89.6,52.3
1177,8005005551,"Census Tract 55.51, Arapahoe County, Colorado",8005005551,ARAPAHOE,3506,2897.5,2268,16.2,29.3,70.7,17.8
1178,8005007702,"Census Tract 77.02, Arapahoe County, Colorado",8005007702,ARAPAHOE,4260,3981.3,2595,5.7,15.4,84.5,14.2
1179,8005080100,"Census Tract 801, Arapahoe County, Colorado",8005080100,ARAPAHOE,4425,8045.5,2967,5.6,11.8,88.2,24.6
1180,8005084800,"Census Tract 848, Arapahoe County, Colorado",8005084800,ARAPAHOE,3519,6067.2,2307,0,4.6,95.4,40.7
1181,8005007101,"Census Tract 71.01, Arapahoe County, Colorado",8005007101,ARAPAHOE,5121,11.1,3689,3.3,7.2,92.8,22
1182,8005081900,"Census Tract 819, Arapahoe County, Colorado",8005081900,ARAPAHOE,6745,6678.2,4279,10.9,22.6,77.4,13.4
1183,8005082000,"Census Tract 820, Arapahoe County, Colorado",8005082000,ARAPAHOE,4250,3373,2371,6.8,12.2,87.8,23.1
1184,8005081400,"Census Tract 814, Arapahoe County, Colorado",8005081400,ARAPAHOE,4229,4146.1,3131,4.6,8.4,91.6,36.2
1185,8005007202,"Census Tract 72.02, Arapahoe County, Colorado",8005007202,ARAPAHOE,3997,6245.3,2392,13.3,25.4,74.6,10.1
1186,8041007500,"Census Tract 75, El Paso County, Colorado",8041007500,EL PASO,8634,141.1,5840,1,1.6,98.4,62.6
1187,8041003909,"Census Tract 39.09, El Paso County, Colorado",8041003909,EL PASO,7048,22.2,4513,0.4,5.4,94.5,29.8
1188,8041002300,"Census Tract 23, El Paso County, Colorado",8041002300,EL PASO,1743,1428.7,1473,2.6,11.5,88.5,25.4
1189,8005087200,"Census Tract 872, Arapahoe County, Colorado",8005087200,ARAPAHOE,4302,4780,2973,2.2,4.1,95.9,60
1190,8005085000,"Census Tract 850, Arapahoe County, Colorado",8005085000,ARAPAHOE,1674,1339.2,1135,2.3,3.3,96.7,48.4
1191,8005083800,"Census Tract 838, Arapahoe County, Colorado",8005083800,ARAPAHOE,3095,6190,2145,1.1,4.8,95.2,33.9
1192,8005007105,"Census Tract 71.05, Arapahoe County, Colorado",8005007105,ARAPAHOE,5650,167.6,3510,2.3,6.9,93.1,28.5
1193,8005007104,"Census Tract 71.04, Arapahoe County, Colorado",8005007104,ARAPAHOE,5708,266.1,3026,2,4.2,95.8,40.7
1194,8005086000,"Census Tract 860, Arapahoe County, Colorado",8005086000,ARAPAHOE,8151,6270,4592,2.7,3.4,96.6,46
1195,8005007106,"Census Tract 71.06, Arapahoe County, Colorado",8005007106,ARAPAHOE,5722,88.8,3522,2.1,4.2,95.8,51.2
1196,8005083100,"Census Tract 831, Arapahoe County, Colorado",8005083100,ARAPAHOE,6631,6501,4533,2.2,3.7,96.4,30.9
1197,8005080600,"Census Tract 806, Arapahoe County, Colorado",8005080600,ARAPAHOE,3403,7089.6,2575,1.2,6.9,93,31.1
1198,8005007302,"Census Tract 73.02, Arapahoe County, Colorado",8005007302,ARAPAHOE,5324,10648,3182,24.9,34.8,65.2,9.3
1199,8005080000,"Census Tract 800, Arapahoe County, Colorado",8005080000,ARAPAHOE,3312,6494.1,2210,5.1,12.7,87.3,21.9
1200,8005006854,"Census Tract 68.54, Arapahoe County, Colorado",8005006854,ARAPAHOE,2868,877.1,1961,1.5,3.4,96.6,58.1
1201,8005007201,"Census Tract 72.01, Arapahoe County, Colorado",8005007201,ARAPAHOE,4023,7888.2,2350,14.9,27.4,72.6,11.1
1202,8005083600,"Census Tract 836, Arapahoe County, Colorado",8005083600,ARAPAHOE,3450,1691.2,2335,0.7,3.6,96.4,37.1
1203,8005086600,"Census Tract 866, Arapahoe County, Colorado",8005086600,ARAPAHOE,5844,2065,4498,0.4,1.3,98.7,53.7
1204,8005085300,"Census Tract 853, Arapahoe County, Colorado",8005085300,ARAPAHOE,2462,3467.6,1716,1.2,2,98,58.9
1205,8005085200,"Census Tract 852, Arapahoe County, Colorado",8005085200,ARAPAHOE,2941,2100.7,1951,0.4,1.4,98.7,60.6
1206,8005086500,"Census Tract 865, Arapahoe County, Colorado",8005086500,ARAPAHOE,5220,2202.5,3336,1.8,4.3,95.7,52
1207,8005086300,"Census Tract 863, Arapahoe County, Colorado",8005086300,ARAPAHOE,4669,2551.4,3092,0,3.2,96.8,49.1
1208,8005006856,"Census Tract 68.56, Arapahoe County, Colorado",8005006856,ARAPAHOE,8745,1188.2,5876,0.9,7.3,92.7,51.3
1209,8005006857,"Census Tract 68.57, Arapahoe County, Colorado",8005006857,ARAPAHOE,2239,2907.8,1632,0.4,1.1,98.8,79.2
1210,8005006501,"Census Tract 65.01, Arapahoe County, Colorado",8005006501,ARAPAHOE,2289,3521.5,1555,0,1.7,98.3,40.5
1211,8005005623,"Census Tract 56.23, Arapahoe County, Colorado",8005005623,ARAPAHOE,4298,2755.1,3105,0,3.5,96.5,65
1212,8005006713,"Census Tract 67.13, Arapahoe County, Colorado",8005006713,ARAPAHOE,1582,7910,1165,0.5,0.9,99.1,66.5
1213,8005006858,"Census Tract 68.58, Arapahoe County, Colorado",8005006858,ARAPAHOE,5102,4680.7,3896,0.1,0.6,99.4,70.4
1214,8005005635,"Census Tract 56.35, Arapahoe County, Colorado",8005005635,ARAPAHOE,4974,4782.7,3754,0.4,1.5,98.5,64.8
1215,8005006712,"Census Tract 67.12, Arapahoe County, Colorado",8005006712,ARAPAHOE,1385,706.6,1045,0,0,100,81.6
1216,8005005636,"Census Tract 56.36, Arapahoe County, Colorado",8005005636,ARAPAHOE,1819,923.4,1258,0.3,1,99,84.1
1217,8005004951,"Census Tract 49.51, Arapahoe County, Colorado",8005004951,ARAPAHOE,2268,37800,1605,3.6,5.8,94.2,50.8
1218,8005004952,"Census Tract 49.52, Arapahoe County, Colorado",8005004952,ARAPAHOE,2759,5630.6,2104,7.6,13.6,86.5,46.1
1219,8005082700,"Census Tract 827, Arapahoe County, Colorado",8005082700,ARAPAHOE,3602,7663.8,2565,7.6,10.2,89.8,27.3
1220,8005082200,"Census Tract 822, Arapahoe County, Colorado",8005082200,ARAPAHOE,6222,8296,4028,4.9,11.5,88.6,26.4
1221,8005082500,"Census Tract 825, Arapahoe County, Colorado",8005082500,ARAPAHOE,2209,4508.2,1512,3.1,9.8,90.2,20.3
1222,8005081500,"Census Tract 815, Arapahoe County, Colorado",8005081500,ARAPAHOE,3026,4322.9,3015,0.8,4,96,41.5
1223,8005006502,"Census Tract 65.02, Arapahoe County, Colorado",8005006502,ARAPAHOE,3531,4708,2630,2.2,8.2,91.8,35.7
1224,8005005552,"Census Tract 55.52, Arapahoe County, Colorado",8005005552,ARAPAHOE,2508,3174.7,1692,12.5,19.4,80.6,18.9
1225,8005007704,"Census Tract 77.04, Arapahoe County, Colorado",8005007704,ARAPAHOE,5045,15765.6,3241,4.1,17.4,82.6,20.7
1226,8005084100,"Census Tract 841, Arapahoe County, Colorado",8005084100,ARAPAHOE,4389,7439,2874,0.4,3.7,96.3,29.3
1227,8005084500,"Census Tract 845, Arapahoe County, Colorado",8005084500,ARAPAHOE,3102,11078.6,2071,4.5,8.9,91.1,23.3
1228,8005005634,"Census Tract 56.34, Arapahoe County, Colorado",8005005634,ARAPAHOE,3137,2010.9,2697,0,3.2,96.8,55
1229,8005084900,"Census Tract 849, Arapahoe County, Colorado",8005084900,ARAPAHOE,3352,4721.1,2372,0.5,1.3,98.7,63.4
1230,8005081100,"Census Tract 811, Arapahoe County, Colorado",8005081100,ARAPAHOE,6048,6434,3675,1.3,7.9,92.2,19.7
1231,8005081200,"Census Tract 812, Arapahoe County, Colorado",8005081200,ARAPAHOE,4599,9017.6,3204,3.2,9.7,90.3,20.7
1232,8005084700,"Census Tract 847, Arapahoe County, Colorado",8005084700,ARAPAHOE,4606,6773.5,3142,2.1,3.9,96.1,35.2
1233,8005084200,"Census Tract 842, Arapahoe County, Colorado",8005084200,ARAPAHOE,3826,6712.3,2365,0.8,3.8,96.2,27.1
1234,8005084300,"Census Tract 843, Arapahoe County, Colorado",8005084300,ARAPAHOE,3613,7854.3,2378,2.6,5.9,94.1,30.5
1235,8005085800,"Census Tract 858, Arapahoe County, Colorado",8005085800,ARAPAHOE,1687,4961.8,1221,0,1.7,98.3,35.5
1236,8005083400,"Census Tract 834, Arapahoe County, Colorado",8005083400,ARAPAHOE,7435,7081,4603,2.7,9.6,90.4,27.8
1237,8005081300,"Census Tract 813, Arapahoe County, Colorado",8005081300,ARAPAHOE,3108,6906.7,2167,7.6,13.8,86.2,13.5
1238,8005085400,"Census Tract 854, Arapahoe County, Colorado",8005085400,ARAPAHOE,4543,6398.6,2988,1.9,3.9,96.1,52
1239,8005086200,"Census Tract 862, Arapahoe County, Colorado",8005086200,ARAPAHOE,6675,7761.6,4131,2.3,3.4,96.6,43.2
1240,8005085700,"Census Tract 857, Arapahoe County, Colorado",8005085700,ARAPAHOE,4515,6738.8,3047,2.4,6.2,93.8,34.1
1241,8005083300,"Census Tract 833, Arapahoe County, Colorado",8005083300,ARAPAHOE,4413,5963.5,3296,2.6,8.1,91.9,27.4
1242,8005084000,"Census Tract 840, Arapahoe County, Colorado",8005084000,ARAPAHOE,2570,7787.9,1729,2.4,8.1,92,29.2
1243,8005007703,"Census Tract 77.03, Arapahoe County, Colorado",8005007703,ARAPAHOE,4769,6716.9,2966,4.8,15.8,84.2,23.5
1244,8005082100,"Census Tract 821, Arapahoe County, Colorado",8005082100,ARAPAHOE,7453,9937.3,4414,4.9,9.5,90.5,26
1245,8005081000,"Census Tract 810, Arapahoe County, Colorado",8005081000,ARAPAHOE,5922,6437,3317,5.2,20.5,79.5,25.1
1246,8005080300,"Census Tract 803, Arapahoe County, Colorado",8005080300,ARAPAHOE,5512,5624.5,4054,2.1,5.8,94.2,39.8
1247,8005080400,"Census Tract 804, Arapahoe County, Colorado",8005080400,ARAPAHOE,5101,5484.9,3726,1.3,3.6,96.4,40.8
1248,8005080800,"Census Tract 808, Arapahoe County, Colorado",8005080800,ARAPAHOE,3463,9894.3,1819,19.2,30.6,69.4,16.2
1249,8005080900,"Census Tract 809, Arapahoe County, Colorado",8005080900,ARAPAHOE,4763,7327.7,2924,13.7,26,74,21.7
